Los Angeles  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,254.498,249.846,259.231,Rate is stable
90002,377.047,370.945,383.256,Rate is stable
90003,350.264,344.862,355.772,Rate is stable
90004,172.7,169.375,176.081,Rate is stable
90005,161.748,157.765,165.823,Rate is stable
90006,190.105,186.36,193.921,Rate is stable
90007,226.192,220.541,231.968,Rate is stable
90008,374.132,368.141,380.223,Rate is stable
90010,230.065,214.076,248.057,Rate is stable
90011,238.38,234.668,242.15,Rate is stable
90012,141.561,137.699,145.563,Rate is stable
90013,418.805,395.259,448.128,Rate is stable
90014,416.522,390.269,465.451,Rate is stable
90015,270.09,262.2,278.208,Rate is stable
90016,313.127,308.242,318.079,Rate is stable
90017,211.489,205.286,217.85,Rate is stable
90018,297.013,292.417,301.669,Rate is stable
90019,247.398,243.826,251.021,Rate is stable
90020,166.459,162.216,170.805,Rate is stable
90021,430.124,395.995,468.083,Rate is stable
90022,213.242,209.699,216.833,Rate is stable
90023,231.543,226.813,236.361,Rate is stable
90024,230.981,225.603,236.522,Rate is stable
90025,252.939,248.23,257.763,Rate is stable
90026,185.755,182.533,189.029,Rate is stable
90027,305.091,300.292,309.997,Rate is stable
90028,333.995,327.209,341.041,Rate is stable
90029,246.777,241.969,251.678,Rate is stable
90031,202.746,198.436,207.134,Rate is stable
90032,250.289,245.799,254.848,Rate is stable
90033,231.584,227.089,236.154,Rate is stable
90034,273.248,268.611,277.966,Rate is stable
90035,294.62,288.715,300.643,Rate is stable
90036,362.166,355.382,369.09,Rate is stable
90037,313.534,308.715,318.418,Rate is stable
90038,268.387,261.794,275.134,Rate is stable
90039,238.656,233.372,244.066,Rate is stable
90040,228.893,220.684,237.387,Rate is stable
90041,225.975,220.84,231.226,Rate is stable
90042,219.072,215.453,222.743,Rate is stable
90043,357.698,352.551,362.915,Rate is stable
90044,395.375,391.178,399.609,Rate is stable
90045,256.527,251.755,261.388,Rate is stable
90046,324.111,319.332,329.01,Rate is stable
90047,402.425,397.172,407.741,Rate is stable
90048,455.669,447.065,464.532,Rate is stable
90049,252.828,248.085,257.664,Rate is stable
90056,274.769,263.22,286.833,Rate is stable
90057,246.981,242.483,251.548,Rate is stable
90058,539.772,498.73,585.035,Rate is stable
90059,409.548,402.629,416.59,Rate is stable
90061,426.672,418.441,435.049,Rate is stable
90062,328.935,322.858,335.108,Rate is stable
90063,206.371,202.395,210.413,Rate is stable
90064,269.42,263.479,275.505,Rate is stable
90065,195.707,191.937,199.542,Rate is stable
90066,237.669,233.927,241.474,Rate is stable
90067,723.648,648.592,812.13,Rate is stable
90068,280.405,272.924,288.204,Rate is stable
90069,373.666,365.062,382.811,Rate is stable
90071,0,,,Not applicable
90073,167.69,136.77,222.682,Rate is stable
90077,250.251,239.659,261.398,Rate is stable
90089,36.811,11.188,97.16,Rate may be unstable
90094,722.789,682.975,764.698,Rate is stable
90095,0,,,Not applicable
90201,208.073,204.89,211.299,Rate is stable
90210,373.957,365.249,382.916,Rate is stable
90211,342.302,330.385,354.692,Rate is stable
90212,326.625,317.241,336.26,Rate is stable
90220,392.123,386.672,397.639,Rate is stable
90221,347.41,341.746,353.171,Rate is stable
90222,415.611,407.776,423.591,Rate is stable
90230,254.236,249.147,259.427,Rate is stable
90232,287.916,279.189,296.905,Rate is stable
90240,299.959,293.313,306.741,Rate is stable
90241,295.688,290.758,300.688,Rate is stable
90242,351.683,345.711,357.748,Rate is stable
90245,294.918,286.95,303.099,Rate is stable
90247,293.778,289.167,298.455,Rate is stable
90248,257.525,248.537,266.809,Rate is stable
90249,347.56,340.551,354.706,Rate is stable
90250,322.74,319.033,326.485,Rate is stable
90254,299.522,291.757,307.504,Rate is stable
90255,192.656,189.301,196.064,Rate is stable
90260,296.941,291.26,302.719,Rate is stable
90262,283.3,278.764,287.909,Rate is stable
90263,96.632,35.277,213.592,Rate may be unstable
90265,323.627,315.684,331.772,Rate is stable
90266,264.004,258.711,269.419,Rate is stable
90270,180.925,175.147,186.864,Rate is stable
90272,281.73,274.015,289.688,Rate is stable
90274,254.228,247.514,261.15,Rate is stable
90275,217.914,213.377,222.562,Rate is stable
90277,320.244,314.812,325.776,Rate is stable
90278,331.108,325.652,336.657,Rate is stable
90280,228.927,225.677,232.223,Rate is stable
90290,354.62,335.497,375.166,Rate is stable
90291,275.534,268.699,282.605,Rate is stable
90292,339.114,331.292,347.301,Rate is stable
90293,301.71,292.236,311.707,Rate is stable
90301,330.271,324.451,336.181,Rate is stable
90302,335.152,328.431,342.005,Rate is stable
90303,321.89,314.666,329.268,Rate is stable
90304,280.549,271.309,290.188,Rate is stable
90305,332.228,324.064,340.6,Rate is stable
90401,483.975,464.542,505.396,Rate is stable
90402,272.873,263.226,282.93,Rate is stable
90403,319.272,312.261,326.516,Rate is stable
90404,535.809,526.718,545.056,Rate is stable
90405,286.628,280.892,292.501,Rate is stable
90501,302.613,297.461,307.845,Rate is stable
90502,382.97,375.107,391.031,Rate is stable
90503,290.154,285.619,294.758,Rate is stable
90504,263.907,258.844,269.059,Rate is stable
90505,306.276,301.132,311.505,Rate is stable
90506,0,,,Not applicable
90601,284.315,279.031,289.686,Rate is stable
90602,392.834,385.183,400.606,Rate is stable
90603,358.698,351.124,366.439,Rate is stable
90604,328.318,322.963,333.748,Rate is stable
90605,321.414,316,326.905,Rate is stable
90606,355.274,349.064,361.584,Rate is stable
90623,236.067,228.798,243.563,Rate is stable
90631,368.627,364.285,373.012,Rate is stable
90638,320.181,315.538,324.887,Rate is stable
90640,276.331,272.479,280.23,Rate is stable
90650,320.325,316.956,323.723,Rate is stable
90660,288.785,284.828,292.789,Rate is stable
90670,372.852,363.875,382.015,Rate is stable
90701,268.416,261.098,275.922,Rate is stable
90703,181.506,178.037,185.04,Rate is stable
90704,341.05,321.134,362.059,Rate is stable
90706,371.187,366.902,375.514,Rate is stable
90710,295.143,289.126,301.267,Rate is stable
90712,359.119,352.91,365.426,Rate is stable
90713,383.527,376.729,390.442,Rate is stable
90715,295.919,288.694,303.305,Rate is stable
90716,261.225,252.571,270.124,Rate is stable
90717,430.062,421.97,438.301,Rate is stable
90723,316.553,311.422,321.76,Rate is stable
90731,426.802,421.767,431.889,Rate is stable
90732,422.422,414.525,430.465,Rate is stable
90740,345.213,337.85,352.764,Rate is stable
90744,328.646,323.614,333.743,Rate is stable
90745,267.471,263.442,271.558,Rate is stable
90746,335.064,328.543,341.707,Rate is stable
90747,0,,,Not applicable
90755,392.255,380.332,404.538,Rate is stable
90802,413.776,407.442,420.215,Rate is stable
90803,344.33,338.28,350.519,Rate is stable
90804,611.441,601.804,621.241,Rate is stable
90805,418.103,413.476,422.78,Rate is stable
90806,470.488,463.739,477.32,Rate is stable
90807,381.145,374.893,387.496,Rate is stable
90808,349.206,343.721,354.776,Rate is stable
90810,313.534,307.728,319.443,Rate is stable
90813,428.085,421.848,434.422,Rate is stable
90814,461.72,451.879,471.765,Rate is stable
90815,340.692,335.271,346.196,Rate is stable
90822,278.339,209.687,372.945,Rate is stable
91001,253.123,248.481,257.848,Rate is stable
91006,193.373,189.026,197.816,Rate is stable
91007,170.724,166.777,174.769,Rate is stable
91008,213.93,181.785,251.784,Rate is stable
91010,343.074,336.637,349.626,Rate is stable
91011,195.359,189.663,201.233,Rate is stable
91016,346.304,341.025,351.652,Rate is stable
91020,320.862,308.572,333.642,Rate is stable
91024,266.144,257.186,275.47,Rate is stable
91030,230.048,224.319,235.929,Rate is stable
91040,364.307,356.675,372.125,Rate is stable
91042,377.944,371.171,384.845,Rate is stable
91101,256.951,250.145,263.99,Rate is stable
91103,385.319,378.421,392.325,Rate is stable
91104,299.186,293.946,304.511,Rate is stable
91105,396.331,385.676,407.31,Rate is stable
91106,231.562,225.718,237.567,Rate is stable
91107,263.427,258.404,268.555,Rate is stable
91108,142.817,136.44,149.54,Rate is stable
91201,286.829,280.664,293.162,Rate is stable
91202,267.268,261.219,273.473,Rate is stable
91203,306.923,298.483,315.622,Rate is stable
91204,328.717,320.828,336.81,Rate is stable
91205,298.494,293.588,303.486,Rate is stable
91206,263.98,259.137,268.917,Rate is stable
91207,246.526,237.647,255.713,Rate is stable
91208,238.125,231.003,245.461,Rate is stable
91214,241.202,236.068,246.444,Rate is stable
91301,381.72,374.281,389.296,Rate is stable
91302,329.269,322.359,336.33,Rate is stable
91303,349.414,341.526,357.478,Rate is stable
91304,378.12,373.177,383.122,Rate is stable
91306,292.043,287.439,296.712,Rate is stable
91307,380.49,373.711,387.391,Rate is stable
91311,372.912,367.468,378.437,Rate is stable
91316,345.433,339.274,351.704,Rate is stable
91321,448.75,441.785,455.818,Rate is stable
91324,313.947,307.893,320.117,Rate is stable
91325,347.927,341.902,354.047,Rate is stable
91326,241.257,236.617,245.985,Rate is stable
91330,35.773,19.226,67.414,Rate is stable
91331,260.692,257.495,263.924,Rate is stable
91335,358.779,354.818,362.778,Rate is stable
91340,293.679,287.803,299.658,Rate is stable
91342,367.856,364.026,371.719,Rate is stable
91343,308.352,304.02,312.735,Rate is stable
91344,364.297,359.591,369.062,Rate is stable
91345,347.794,339.914,355.839,Rate is stable
91350,516.697,509.457,524.035,Rate is stable
91351,538.365,530.269,546.578,Rate is stable
91352,282.787,278.078,287.563,Rate is stable
91354,417.911,410.369,425.583,Rate is stable
91355,448.187,441.122,455.35,Rate is stable
91356,386.769,380.316,393.331,Rate is stable
91361,371.294,363.466,379.298,Rate is stable
91362,374.859,368.667,381.151,Rate is stable
91364,357.032,350.45,363.735,Rate is stable
91367,345.959,340.828,351.162,Rate is stable
91371,0,,,Not applicable
91381,373.381,362.208,385.019,Rate is stable
91384,431.66,423.445,440.035,Rate is stable
91387,431.67,425.212,438.232,Rate is stable
91390,423.738,414.601,433.06,Rate is stable
91401,344.293,338.591,350.083,Rate is stable
91402,269.763,265.79,273.786,Rate is stable
91403,318.644,312.181,325.26,Rate is stable
91405,380.29,374.887,385.762,Rate is stable
91406,326.129,321.31,331.012,Rate is stable
91411,355.383,347.753,363.176,Rate is stable
91423,322.223,316.401,328.161,Rate is stable
91436,305.185,296.496,314.135,Rate is stable
91501,266.431,259.877,273.153,Rate is stable
91502,338.244,328.326,348.52,Rate is stable
91504,290.757,284.601,297.043,Rate is stable
91505,373.299,366.797,379.913,Rate is stable
91506,383.089,374.833,391.525,Rate is stable
91601,327.119,320.883,333.482,Rate is stable
91602,347.875,338.331,357.723,Rate is stable
91604,339.666,333.483,345.979,Rate is stable
91605,320.306,315.489,325.184,Rate is stable
91606,372.687,367.159,378.288,Rate is stable
91607,396.93,390.139,403.848,Rate is stable
91608,0,,,Not applicable
91702,328.826,324.069,333.642,Rate is stable
91706,255.277,251.683,258.914,Rate is stable
91711,321.739,316.318,327.25,Rate is stable
91722,363.222,357.118,369.417,Rate is stable
91723,496.77,486.291,507.477,Rate is stable
91724,368.601,361.627,375.705,Rate is stable
91731,218.482,213.391,223.677,Rate is stable
91732,219.994,216.392,223.646,Rate is stable
91733,182.044,178.223,185.935,Rate is stable
91740,482.295,474.552,490.154,Rate is stable
91741,398.045,390.963,405.244,Rate is stable
91744,252.396,249.005,255.827,Rate is stable
91745,204.922,201.42,208.483,Rate is stable
91746,211.852,206.882,216.926,Rate is stable
91748,164.061,160.645,167.55,Rate is stable
91750,391.644,385.398,397.983,Rate is stable
91754,141.668,137.957,145.479,Rate is stable
91755,103.424,100.004,106.991,Rate is stable
91766,270.807,266.757,274.913,Rate is stable
91767,429.663,423.844,435.546,Rate is stable
91768,360.024,353.528,366.622,Rate is stable
91770,161.965,159.083,164.899,Rate is stable
91773,439.051,432.449,445.743,Rate is stable
91775,172.352,167.606,177.236,Rate is stable
91776,172.751,168.95,176.642,Rate is stable
91780,206.573,202.208,211.024,Rate is stable
91789,164.73,161.094,168.445,Rate is stable
91790,336.076,331.048,341.171,Rate is stable
91791,281.418,276.072,286.856,Rate is stable
91792,243.933,238.412,249.562,Rate is stable
