Colusa  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95912,561.87,538.742,585.968,Rate is stable
95932,952.981,927.568,979.151,Rate is stable
95955,758.58,709.132,811.191,Rate is stable
95957,1197.949,1114.31,1288.768,Rate is stable
95970,1356.958,1155.879,1592.544,Rate is stable
95979,787.437,705.43,883.935,Rate is stable
95987,1005.391,974.415,1037.219,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Colusa,751.135,739.462,762.965,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
