Fresno  - by Zip Code 2022,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93210,258.726,250.981,266.682,Rate is stable
93234,176.335,163.428,190.538,Rate is stable
93242,316.279,296.254,337.445,Rate is stable
93602,418.079,393.09,445.227,Rate is stable
93603,31.921,20.661,50.694,Rate is stable
93608,105.066,82.409,136.227,Rate is stable
93609,315.175,299.4,331.656,Rate is stable
93611,413.765,408.288,419.309,Rate is stable
93612,515.139,507.656,522.726,Rate is stable
93616,344.396,313.866,378.05,Rate is stable
93618,376.915,368.936,385.074,Rate is stable
93619,355.722,350.089,361.433,Rate is stable
93620,512.448,494.249,531.434,Rate is stable
93621,1336.757,876.036,1968.648,Rate is stable
93622,186.795,176.571,197.578,Rate is stable
93625,329.821,316.945,343.25,Rate is stable
93626,871.515,779.848,972.64,Rate is stable
93627,3.721,0.439,19.543,Rate is unstable interpret with caution
93628,8.071,3.245,19.313,Rate may be unstable
93630,276.77,268.569,285.221,Rate is stable
93631,439.104,429.043,449.389,Rate is stable
93633,0,,,Not applicable
93640,197.125,185.432,209.79,Rate is stable
93641,358.72,243.323,641.891,Rate is stable
93646,295.244,279.685,312.03,Rate is stable
93648,238.275,229.998,246.818,Rate is stable
93650,879.282,841.43,919.082,Rate is stable
93651,485.645,455.452,517.813,Rate is stable
93652,156.238,126.428,193.141,Rate is stable
93654,370.488,363.373,377.723,Rate is stable
93656,295.543,278.077,314.021,Rate is stable
93657,382.8,376.423,389.271,Rate is stable
93660,150.661,135.973,169.17,Rate is stable
93662,269.389,263.478,275.411,Rate is stable
93664,540.754,402.614,750.474,Rate is stable
93667,619.346,586.95,654.626,Rate is stable
93668,806.84,609.607,1052.361,Rate is stable
93675,507.74,481.547,535.851,Rate is stable
93701,444.373,425.655,464.235,Rate is stable
93702,394.162,387.598,400.831,Rate is stable
93703,437.536,429.833,445.361,Rate is stable
93704,357.673,351.197,364.275,Rate is stable
93705,441.285,434.47,448.189,Rate is stable
93706,344.403,338.463,350.436,Rate is stable
93710,429.376,421.7,437.189,Rate is stable
93711,335.421,329.868,341.061,Rate is stable
93720,484.996,479.226,490.829,Rate is stable
93721,639.112,620.122,658.735,Rate is stable
93722,418.971,414.283,423.704,Rate is stable
93723,309.678,300.045,319.577,Rate is stable
93725,345.929,338.234,353.777,Rate is stable
93726,479.626,472.573,486.774,Rate is stable
93727,379.571,375.251,383.933,Rate is stable
93728,484.133,472.158,496.384,Rate is stable
93730,295.66,286.119,305.506,Rate is stable
California,291.048,290.889,291.206,Rate is stable
Fresno,386.85,385.631,388.072,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
