Trinity  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95526,4446.645,4049.879,4879.635,Rate is stable
95527,564.598,471.433,688.677,Rate is stable
95552,725.533,653.734,807.603,Rate is stable
95563,2176.2,1998.981,2372.362,Rate is stable
95595,2415.594,2067.178,2818.299,Rate is stable
96010,1630.099,1378.863,1948.858,Rate is stable
96024,2186.439,1764.196,2743.854,Rate is stable
96041,827.489,791.479,865.965,Rate is stable
96046,253.577,212.45,302.168,Rate is stable
96048,868.74,790.709,955.994,Rate is stable
96052,1283.139,1211.657,1359.703,Rate is stable
96076,992.797,733.701,1345.269,Rate is stable
96091,1264.271,1118.156,1431.24,Rate is stable
96093,1867.242,1755.589,1988.307,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Trinity,1060.847,1043.128,1078.845,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.02.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/02/26., https://skylab.cdph.ca.gov/ODdash/,,
