San Bernardino  - by Zip Code 2011,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91701,551.671,544.46,558.964,Rate is stable
91708,562.783,514.868,620.487,Rate is stable
91709,351.508,347.25,355.814,Rate is stable
91710,381.083,376.873,385.342,Rate is stable
91730,547.063,541.233,552.95,Rate is stable
91737,451.694,443.104,460.456,Rate is stable
91739,344.868,338.17,351.75,Rate is stable
91759,892.725,786.841,1013.39,Rate is stable
91761,464.214,458.074,470.448,Rate is stable
91762,475.63,469.587,481.751,Rate is stable
91763,465.094,457.673,472.617,Rate is stable
91764,487.852,481.356,494.433,Rate is stable
91765,282.189,277.464,286.989,Rate is stable
91784,383.393,375.737,391.194,Rate is stable
91786,673.685,666.631,680.802,Rate is stable
92242,311.832,266.651,365.906,Rate is stable
92252,1409.87,1385.016,1435.151,Rate is stable
92256,1295.438,1248.858,1343.944,Rate is stable
92277,822.611,809.018,836.404,Rate is stable
92278,9.998,6.374,18.117,Rate is stable
92280,0,,,Not applicable
92284,1182.818,1169.175,1196.628,Rate is stable
92285,1320.036,1269.292,1373.261,Rate is stable
92301,752.374,741.32,763.59,Rate is stable
92304,30.96,6.385,90.477,Rate is unstable interpret with caution
92305,1255.225,1107.353,1424.397,Rate is stable
92307,1154.95,1143.693,1166.307,Rate is stable
92308,907.486,897.868,917.196,Rate is stable
92309,465.823,385.097,561.729,Rate is stable
92310,296.006,233.955,371.241,Rate is stable
92311,904.721,893.844,915.715,Rate is stable
92313,686.475,672.312,700.942,Rate is stable
92314,732.76,716.856,748.972,Rate is stable
92315,1667.423,1630.858,1704.754,Rate is stable
92316,425.469,417.663,433.406,Rate is stable
92321,1259.903,1173.841,1352.924,Rate is stable
92322,297.664,265.389,337.881,Rate is stable
92324,652.756,645.503,660.08,Rate is stable
92325,1293.467,1265.254,1322.292,Rate is stable
92327,1625.325,1483.954,1779.592,Rate is stable
92332,96.156,26.199,246.198,Rate is unstable interpret with caution
92335,644.064,638.333,649.844,Rate is stable
92336,392.457,387.803,397.178,Rate is stable
92337,367.925,360.867,375.152,Rate is stable
92339,798.117,730.546,873.826,Rate is stable
92342,712.531,690.337,735.356,Rate is stable
92344,410.092,400.869,419.556,Rate is stable
92345,892.326,885.471,899.227,Rate is stable
92346,597.427,591.093,603.824,Rate is stable
92347,1260.325,1180.827,1344.458,Rate is stable
92352,692.601,664.955,722.072,Rate is stable
92354,573.095,562.836,583.537,Rate is stable
92356,1005.122,978.837,1032.228,Rate is stable
92358,972.266,883.838,1068.9,Rate is stable
92359,688.942,670.123,708.219,Rate is stable
92363,666.951,643.428,691.3,Rate is stable
92365,816.042,759.638,877.02,Rate is stable
92368,618.953,563.979,679.339,Rate is stable
92371,580.652,568.43,593.138,Rate is stable
92372,689.241,665.339,714.023,Rate is stable
92373,722.762,713.742,731.884,Rate is stable
92374,682.626,674.382,690.957,Rate is stable
92376,566.197,560.544,571.902,Rate is stable
92377,515.205,504.845,525.752,Rate is stable
92382,897.643,870.649,925.499,Rate is stable
92385,385.681,321.942,470.309,Rate is stable
92392,1042.432,1032.822,1052.138,Rate is stable
92394,559.249,549.611,569.117,Rate is stable
92395,867.152,857.681,876.713,Rate is stable
92397,912.123,879.364,946.44,Rate is stable
92399,861.331,853.448,869.278,Rate is stable
92401,1998.971,1890.376,2113.599,Rate is stable
92404,977.39,968.815,986.027,Rate is stable
92405,677.744,667.204,688.458,Rate is stable
92407,564.806,557.976,571.727,Rate is stable
92408,809.519,792.295,827.068,Rate is stable
92410,613.709,605.372,622.164,Rate is stable
92411,711.608,700.171,723.21,Rate is stable
93528,8.13,3.43,19.357,Rate may be unstable
93555,908.923,898.656,919.29,Rate is stable
93562,1291.425,1232.556,1352.885,Rate is stable
California,588.555,588.31,588.8,Rate is stable
San Bernardino,670.76,669.575,671.942,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
