Modoc  - by Zip Code 2012,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
96006,1517.057,1354.27,1703.63,Rate is stable
96015,1160.018,1019.585,1316.407,Rate is stable
96054,2042.372,1788.306,2331.697,Rate is stable
96056,882.237,836.37,932.097,Rate is stable
96101,1741.306,1682.894,1802.45,Rate is stable
96104,2281.241,2045.728,2556.831,Rate is stable
96108,137.668,55.192,286.19,Rate may be unstable
96112,960.117,828.186,1110.708,Rate is stable
96115,120.97,87.801,192.46,Rate is stable
96116,434.489,327.338,567.992,Rate is stable
California,596.7,596.46,596.948,Rate is stable
Modoc,1161.165,1138.75,1183.965,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
