Lassen  - by Zip Code 2018,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
96006,955.974,856.63,1075.997,Rate is stable
96056,532.071,496.836,570.228,Rate is stable
96109,393.944,356.19,437.481,Rate is stable
96113,374.519,339.959,415.668,Rate is stable
96114,472.318,444.878,502.339,Rate is stable
96117,680.632,590.102,791.001,Rate is stable
96119,721.939,428.073,1191.156,Rate is stable
96121,357.822,263.629,479.457,Rate is stable
96123,1101.071,724.69,1612.688,Rate is stable
96128,495.661,428.758,572.834,Rate is stable
96130,619.254,607.8,630.906,Rate is stable
96132,82.289,21.313,362.512,Rate is unstable interpret with caution
96136,148.79,88.642,236.283,Rate is stable
96137,686.45,655.603,719.2,Rate is stable
California,456.9,456.692,457.1,Rate is stable
Lassen,599.904,591.682,608.233,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
