Placer  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95602,974.155,959.059,989.494,Rate is stable
95603,1044.212,1032.713,1055.833,Rate is stable
95626,961.82,936.241,988.085,Rate is stable
95631,1342.406,1308.745,1376.917,Rate is stable
95648,750.206,742.535,757.949,Rate is stable
95650,810.301,794.085,826.891,Rate is stable
95658,812.37,789.052,836.452,Rate is stable
95661,911.09,900.926,921.355,Rate is stable
95663,845.102,803.767,888.834,Rate is stable
95668,926.138,850.056,1008.285,Rate is stable
95677,808.923,797.601,820.403,Rate is stable
95678,804.527,795.789,813.359,Rate is stable
95681,1112.778,1045.008,1184.51,Rate is stable
95701,1109.731,1021.788,1206.858,Rate is stable
95703,2525.83,2360.373,2705.566,Rate is stable
95713,806.421,788.932,824.266,Rate is stable
95714,808.534,708.182,927.315,Rate is stable
95715,319.353,236.742,450.879,Rate is stable
95717,439.385,361.644,536.905,Rate is stable
95722,817.367,787.608,848.437,Rate is stable
95746,570.585,559.202,582.235,Rate is stable
95747,602.79,596.807,608.824,Rate is stable
95765,610.379,602.037,618.821,Rate is stable
96140,872.313,747.436,1020.153,Rate is stable
96141,928.624,672.395,1283.782,Rate is stable
96142,968.938,821.626,1148.747,Rate is stable
96143,530.326,503.42,559.695,Rate is stable
96145,686.924,647.009,730.395,Rate is stable
96146,550.376,494.265,614.19,Rate is stable
96148,395.222,338.985,461.592,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Placer,754.628,751.952,757.315,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
