Solano  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94503,613.277,602.2,624.533,Rate is stable
94510,703.011,693.017,713.137,Rate is stable
94512,71.319,42.846,113.636,Rate is stable
94533,939.922,932.757,947.133,Rate is stable
94534,522.449,515.248,529.738,Rate is stable
94535,640.88,540.32,760.545,Rate is stable
94571,934.805,910.947,959.29,Rate is stable
94585,809.096,798.165,820.177,Rate is stable
94589,761.162,751.61,770.823,Rate is stable
94590,1052.386,1041.976,1062.892,Rate is stable
94591,679.082,672.279,685.944,Rate is stable
94592,1098.517,961.565,1252.284,Rate is stable
95616,478.871,471.213,486.643,Rate is stable
95618,304.039,297.001,311.225,Rate is stable
95620,788.843,776.204,801.685,Rate is stable
95687,813.063,806.264,819.911,Rate is stable
95688,860.042,850.539,869.637,Rate is stable
95690,681.776,640.264,726.013,Rate is stable
95694,710.842,693.125,729.012,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Solano,773.72,771.14,776.305,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
