Los Angeles  - by Zip Code 2021,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,205.015,200.9,209.208,Rate is stable
90002,312.991,307.589,318.483,Rate is stable
90003,279.257,274.942,283.636,Rate is stable
90004,148.096,145.046,151.204,Rate is stable
90005,126.315,122.893,129.829,Rate is stable
90006,144.259,141.221,147.353,Rate is stable
90007,198.398,193.028,203.905,Rate is stable
90008,363.546,357.173,370.026,Rate is stable
90010,465.827,428.746,506.079,Rate is stable
90011,174.058,171.144,177.021,Rate is stable
90012,148.603,143.654,153.749,Rate is stable
90013,1179.283,1109.294,1267.284,Rate is stable
90014,1343.333,1253.726,1438.039,Rate is stable
90015,200.865,193.989,207.98,Rate is stable
90016,280.467,275.803,285.203,Rate is stable
90017,177.949,172.522,183.534,Rate is stable
90018,245.152,241.044,249.321,Rate is stable
90019,213.835,210.409,217.317,Rate is stable
90020,124.284,120.8,127.874,Rate is stable
90021,600.004,561.399,641.689,Rate is stable
90022,182.255,178.895,185.666,Rate is stable
90023,189.077,184.827,193.408,Rate is stable
90024,214.533,208.908,220.327,Rate is stable
90025,241.213,236.368,246.172,Rate is stable
90026,153.38,150.372,156.445,Rate is stable
90027,285.715,280.93,290.622,Rate is stable
90028,287.448,281.139,293.947,Rate is stable
90029,222.102,217.332,226.976,Rate is stable
90031,165.209,161.358,169.139,Rate is stable
90032,182.148,178.386,185.979,Rate is stable
90033,169.955,166.281,173.697,Rate is stable
90034,232.876,228.619,237.216,Rate is stable
90035,298.49,292.3,304.817,Rate is stable
90036,286.444,280.75,292.256,Rate is stable
90037,216.954,213.219,220.746,Rate is stable
90038,222.727,216.865,228.746,Rate is stable
90039,218.119,213.076,223.304,Rate is stable
90040,223.744,215.773,232.016,Rate is stable
90041,189.422,184.771,194.19,Rate is stable
90042,189.2,185.807,192.651,Rate is stable
90043,289.971,285.401,294.613,Rate is stable
90044,326.615,322.885,330.382,Rate is stable
90045,241.652,236.787,246.616,Rate is stable
90046,315.878,310.54,321.391,Rate is stable
90047,335.022,330.294,339.816,Rate is stable
90048,359.256,351.179,367.626,Rate is stable
90049,236.102,231.404,240.889,Rate is stable
90056,257.966,246.134,270.645,Rate is stable
90057,174.698,170.932,178.535,Rate is stable
90058,521.209,464.929,584.778,Rate is stable
90059,319.504,313.448,325.671,Rate is stable
90061,327.725,320.626,334.968,Rate is stable
90062,248.785,243.778,253.88,Rate is stable
90063,163.013,159.518,166.575,Rate is stable
90064,224.837,219.507,230.31,Rate is stable
90065,168.471,164.877,172.141,Rate is stable
90066,204.508,200.991,208.089,Rate is stable
90067,433.154,404.722,497.91,Rate is stable
90068,275.583,267.887,283.528,Rate is stable
90069,431.223,419.59,443.451,Rate is stable
90071,179.604,125.913,253.005,Rate is stable
90073,76.75,51.637,144.566,Rate is stable
90077,243.301,233.202,253.878,Rate is stable
90089,241.426,137.501,406.243,Rate is stable
90094,388.987,368.248,411.785,Rate is stable
90095,0,,,Not applicable
90201,164.985,162.235,167.777,Rate is stable
90210,389.07,379.476,398.888,Rate is stable
90211,310.112,298.107,322.566,Rate is stable
90212,332.158,321.465,343.181,Rate is stable
90220,332.575,327.518,337.697,Rate is stable
90221,259.56,254.913,264.289,Rate is stable
90222,292.705,286.479,299.049,Rate is stable
90230,205.25,200.663,209.949,Rate is stable
90232,217.864,210.555,225.459,Rate is stable
90240,240.903,235.017,246.922,Rate is stable
90241,302.697,297.482,307.989,Rate is stable
90242,264.255,259.123,269.485,Rate is stable
90245,251.387,243.95,259.05,Rate is stable
90247,242.433,238.255,246.675,Rate is stable
90248,221.685,213.321,230.375,Rate is stable
90249,270.601,264.771,276.546,Rate is stable
90250,277.769,274.286,281.291,Rate is stable
90254,267.329,259.858,275.039,Rate is stable
90255,158.867,155.871,161.914,Rate is stable
90260,247.62,242.384,252.956,Rate is stable
90262,226.03,222.052,230.077,Rate is stable
90263,117.054,30.262,315.437,Rate is unstable interpret with caution
90265,302.943,294.869,311.295,Rate is stable
90266,238.192,232.786,243.755,Rate is stable
90270,139.978,135.264,144.837,Rate is stable
90272,257.035,249.852,264.448,Rate is stable
90274,231.329,224.868,238.003,Rate is stable
90275,209.055,204.458,213.774,Rate is stable
90277,282.849,277.67,288.141,Rate is stable
90278,282.793,277.641,288.048,Rate is stable
90280,184.196,181.346,187.085,Rate is stable
90290,339.581,320.704,359.64,Rate is stable
90291,223.871,218.275,229.649,Rate is stable
90292,336.208,328.632,344.125,Rate is stable
90293,292.074,281.907,302.699,Rate is stable
90301,267.422,262.347,272.587,Rate is stable
90302,278.767,272.449,285.254,Rate is stable
90303,245.056,239.029,251.217,Rate is stable
90304,200.252,193.771,206.991,Rate is stable
90305,309.252,301.068,317.717,Rate is stable
90401,489.805,470.587,511.64,Rate is stable
90402,247.196,237.957,256.866,Rate is stable
90403,248.081,242.248,254.115,Rate is stable
90404,408.76,400.873,416.804,Rate is stable
90405,265.39,259.488,271.443,Rate is stable
90501,250.893,246.283,255.577,Rate is stable
90502,326.197,318.902,333.721,Rate is stable
90503,240.263,236.079,244.524,Rate is stable
90504,244.05,239.033,249.163,Rate is stable
90505,283.057,278.108,288.094,Rate is stable
90506,0,,,Not applicable
90601,265.513,260.019,271.112,Rate is stable
90602,332.168,324.848,339.621,Rate is stable
90603,296.098,289.31,303.037,Rate is stable
90604,311.912,306.552,317.351,Rate is stable
90605,267.173,262.266,272.154,Rate is stable
90606,280.092,274.66,285.62,Rate is stable
90623,186.566,180.353,193.001,Rate is stable
90631,291.258,287.392,295.169,Rate is stable
90638,269.74,265.401,274.154,Rate is stable
90640,225.405,221.899,228.959,Rate is stable
90650,263.077,260.026,266.158,Rate is stable
90660,228.527,225.027,232.079,Rate is stable
90670,304.462,296.173,312.946,Rate is stable
90701,232.129,225.045,239.406,Rate is stable
90703,161.164,157.86,164.531,Rate is stable
90704,284.297,263.866,306.446,Rate is stable
90706,304.793,300.92,308.707,Rate is stable
90710,242.019,236.636,247.511,Rate is stable
90712,321.363,315.391,327.436,Rate is stable
90713,347.208,340.615,353.918,Rate is stable
90715,254.247,247.381,261.282,Rate is stable
90716,223.854,215.733,232.22,Rate is stable
90717,361.386,353.686,369.248,Rate is stable
90723,261.207,256.505,265.989,Rate is stable
90731,323.168,318.883,327.506,Rate is stable
90732,323.867,316.899,330.999,Rate is stable
90740,335.199,327.671,342.966,Rate is stable
90744,251.935,247.607,256.326,Rate is stable
90745,233.005,229.177,236.888,Rate is stable
90746,269.389,263.695,275.234,Rate is stable
90747,0,,,Not applicable
90755,425.881,413.314,438.808,Rate is stable
90802,407.369,400.402,414.461,Rate is stable
90803,288.676,282.439,295.066,Rate is stable
90804,508.505,499.804,517.36,Rate is stable
90805,333.443,329.52,337.407,Rate is stable
90806,387.935,381.628,394.337,Rate is stable
90807,326.463,320.573,332.453,Rate is stable
90808,275.084,270.34,279.912,Rate is stable
90810,263.485,258.286,268.78,Rate is stable
90813,354.04,348.2,359.974,Rate is stable
90814,378.223,368.865,387.859,Rate is stable
90815,304.904,299.691,310.193,Rate is stable
90822,18.53,5.099,50.572,Rate may be unstable
91001,207.391,203.219,211.65,Rate is stable
91006,163.967,159.877,168.155,Rate is stable
91007,157.241,153.308,161.283,Rate is stable
91008,234.664,203.841,270.525,Rate is stable
91010,285.052,279.169,291.054,Rate is stable
91011,177.024,171.329,182.912,Rate is stable
91016,280.187,275.513,284.934,Rate is stable
91020,251.317,240.058,263.335,Rate is stable
91024,234.529,226.264,243.184,Rate is stable
91030,175.761,170.711,180.969,Rate is stable
91040,283.012,276.417,289.779,Rate is stable
91042,308.755,302.62,315.017,Rate is stable
91101,259.583,252.326,267.103,Rate is stable
91103,300.003,293.853,306.263,Rate is stable
91104,250.355,245.719,255.075,Rate is stable
91105,273.364,265.171,281.88,Rate is stable
91106,205.072,199.443,210.894,Rate is stable
91107,226.758,222.089,231.529,Rate is stable
91108,128.21,122.204,134.55,Rate is stable
91201,266.291,260.232,272.495,Rate is stable
91202,240.031,234.103,246.123,Rate is stable
91203,278.186,269.619,287.025,Rate is stable
91204,276.683,269.446,284.105,Rate is stable
91205,248.894,244.363,253.511,Rate is stable
91206,235.565,230.842,240.39,Rate is stable
91207,202.145,193.734,211.023,Rate is stable
91208,225.806,218.393,233.537,Rate is stable
91214,195.363,190.844,199.993,Rate is stable
91301,316.543,309.866,323.368,Rate is stable
91302,271.171,265.192,277.289,Rate is stable
91303,319.317,311.901,326.893,Rate is stable
91304,290.197,285.988,294.462,Rate is stable
91306,253.756,249.542,258.031,Rate is stable
91307,334.473,327.865,341.233,Rate is stable
91311,309.309,304.494,314.199,Rate is stable
91316,291.389,285.779,297.132,Rate is stable
91321,398.679,392.048,405.418,Rate is stable
91324,275.676,270.239,281.221,Rate is stable
91325,286.515,281.098,292.034,Rate is stable
91326,227.876,223.392,232.453,Rate is stable
91330,241.825,164.152,344.4,Rate is stable
91331,208.899,206.122,211.708,Rate is stable
91335,290.675,287.194,294.194,Rate is stable
91340,216.786,211.955,221.723,Rate is stable
91342,279.4,276.125,282.706,Rate is stable
91343,242.333,238.629,246.085,Rate is stable
91344,300.782,296.63,304.988,Rate is stable
91345,313.889,306.272,321.704,Rate is stable
91350,455.965,449.184,462.849,Rate is stable
91351,466.475,458.787,474.286,Rate is stable
91352,242.075,237.667,246.555,Rate is stable
91354,324.891,318.666,331.23,Rate is stable
91355,416.775,409.749,423.905,Rate is stable
91356,324.973,319.111,330.944,Rate is stable
91361,330.898,323.307,338.677,Rate is stable
91362,312.417,306.959,317.964,Rate is stable
91364,312.509,306.508,318.641,Rate is stable
91367,290.225,285.571,294.957,Rate is stable
91371,0,,,Not applicable
91381,313.57,305.322,322.02,Rate is stable
91384,394.617,386.945,402.447,Rate is stable
91387,391.349,385.184,397.612,Rate is stable
91390,361.261,352.911,369.8,Rate is stable
91401,299.485,293.99,305.07,Rate is stable
91402,221.811,218.231,225.444,Rate is stable
91403,297.616,291.198,304.185,Rate is stable
91405,303.188,298.534,307.906,Rate is stable
91406,294.26,289.592,298.994,Rate is stable
91411,309.727,302.451,317.171,Rate is stable
91423,282.838,277.232,288.567,Rate is stable
91436,242.806,235.822,250.01,Rate is stable
91501,239.402,233.109,245.883,Rate is stable
91502,531.921,517.385,546.842,Rate is stable
91504,242.566,236.913,248.346,Rate is stable
91505,325.631,319.645,331.721,Rate is stable
91506,371.305,362.977,379.828,Rate is stable
91601,317.632,311.388,324.002,Rate is stable
91602,263.942,256.804,271.319,Rate is stable
91604,254.939,249.829,260.168,Rate is stable
91605,272.135,267.607,276.732,Rate is stable
91606,306.281,301.362,311.272,Rate is stable
91607,333.569,327.135,340.167,Rate is stable
91608,0,,,Not applicable
91702,275.105,270.735,279.537,Rate is stable
91706,209.083,205.931,212.276,Rate is stable
91711,288.671,283.309,294.129,Rate is stable
91722,286.912,281.561,292.352,Rate is stable
91723,466.382,456.337,476.617,Rate is stable
91724,293.073,287.116,299.147,Rate is stable
91731,178.011,173.394,182.735,Rate is stable
91732,179.847,176.586,183.159,Rate is stable
91733,159.683,156.06,163.379,Rate is stable
91740,382.89,375.932,389.963,Rate is stable
91741,318.093,311.612,324.701,Rate is stable
91744,210.661,207.595,213.766,Rate is stable
91745,176.051,172.832,179.324,Rate is stable
91746,197.599,192.789,202.512,Rate is stable
