Kings  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93202,534.814,509.426,561.466,Rate is stable
93204,252.167,239.563,265.422,Rate is stable
93212,324.829,317.211,332.604,Rate is stable
93230,544.36,538.804,549.965,Rate is stable
93239,208.589,178.865,244.327,Rate is stable
93242,376.716,353.709,400.954,Rate is stable
93245,411.94,404.612,419.384,Rate is stable
93266,418.081,364.833,478.708,Rate is stable
93631,496.644,485.634,507.896,Rate is stable
93656,343.097,327.294,359.581,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Kings,448.152,444.652,451.674,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
