Santa Clara  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94022,287.956,279.414,296.792,Rate is stable
94024,326.951,318.761,335.411,Rate is stable
94040,358.099,351.183,365.152,Rate is stable
94041,332.963,321.934,344.438,Rate is stable
94043,275.355,269.267,281.58,Rate is stable
94085,281.202,272.847,289.841,Rate is stable
94086,268.996,264.202,273.875,Rate is stable
94087,305.682,301.208,310.223,Rate is stable
94089,340.955,333.385,348.7,Rate is stable
94301,304.906,297.329,312.681,Rate is stable
94303,365.469,359.874,371.138,Rate is stable
94304,368.025,345.074,393.064,Rate is stable
94305,205.471,191.278,220.812,Rate is stable
94306,262.464,256.606,268.447,Rate is stable
94550,631.349,624.623,638.136,Rate is stable
95002,752.401,693.417,819.856,Rate is stable
95008,412.581,406.902,418.33,Rate is stable
95013,164.444,116.147,226.697,Rate is stable
95014,210.555,206.898,214.28,Rate is stable
95020,531.066,525.06,537.133,Rate is stable
95023,669.482,662.22,676.814,Rate is stable
95030,370.764,360.25,381.609,Rate is stable
95032,631.666,622.59,640.883,Rate is stable
95033,377.372,364.672,390.531,Rate is stable
95035,230.635,227.209,234.107,Rate is stable
95037,514.796,508.385,521.277,Rate is stable
95046,577.152,555.45,599.755,Rate is stable
95050,397.896,391.322,404.57,Rate is stable
95051,336.283,331.464,341.165,Rate is stable
95053,18.332,6.728,95.119,Rate may be unstable
95054,342.96,333.946,352.199,Rate is stable
95070,278.09,271.926,284.41,Rate is stable
95076,559.483,554.235,564.773,Rate is stable
95110,414.432,403.182,426.016,Rate is stable
95111,352.437,347.499,357.445,Rate is stable
95112,387.358,381.722,393.078,Rate is stable
95113,2434.849,2336.864,2536.426,Rate is stable
95116,356.74,351.57,361.971,Rate is stable
95117,409.638,402.009,417.411,Rate is stable
95118,462.416,455.057,469.881,Rate is stable
95119,432.601,419.416,446.174,Rate is stable
95120,294.56,288.776,300.479,Rate is stable
95121,302.122,296.719,307.608,Rate is stable
95122,324.904,320.025,329.848,Rate is stable
95123,451.893,446.807,457.029,Rate is stable
95124,456.087,450.166,462.077,Rate is stable
95125,433.823,428.449,439.261,Rate is stable
95126,435.205,427.739,442.797,Rate is stable
95127,386.338,381.517,391.21,Rate is stable
95128,786.002,776.21,795.909,Rate is stable
95129,237.148,232.46,241.919,Rate is stable
95130,339.584,329.748,349.68,Rate is stable
95131,195.967,190.608,201.501,Rate is stable
95132,261.097,256.228,266.044,Rate is stable
95133,262.128,256.128,268.247,Rate is stable
95134,393.446,376.967,411.074,Rate is stable
95135,254.185,247.642,260.917,Rate is stable
95136,414,407.878,420.212,Rate is stable
95138,323.978,314.894,333.354,Rate is stable
95139,457.263,440.139,475.149,Rate is stable
95140,887.109,713.374,1100.466,Rate is stable
95148,269.398,264.707,274.158,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Santa Clara,349.082,348.26,349.902,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
