San Joaquin  - by Zip Code 2013,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94513,765.347,758.259,772.493,Rate is stable
94514,1864.871,1783.563,1949.857,Rate is stable
95202,1043.44,1017.582,1069.862,Rate is stable
95203,1025.691,1008.711,1042.941,Rate is stable
95204,1066.581,1054.382,1078.908,Rate is stable
95205,925.572,914.542,936.74,Rate is stable
95206,651.538,644.715,658.429,Rate is stable
95207,964.388,955.199,973.657,Rate is stable
95209,761.175,752.848,769.579,Rate is stable
95210,890.142,880.28,900.098,Rate is stable
95211,13.868,5.993,28.618,Rate may be unstable
95212,665.632,654.133,677.348,Rate is stable
95215,679.304,668.517,690.234,Rate is stable
95219,570.289,561.788,578.894,Rate is stable
95220,710.886,690.606,731.769,Rate is stable
95230,1079.874,921.598,1266.37,Rate is stable
95231,556.76,529.331,585.549,Rate is stable
95236,566.325,541.635,592.012,Rate is stable
95237,1013.431,977.409,1050.69,Rate is stable
95240,867.368,858.864,875.943,Rate is stable
95242,856.03,844.917,867.275,Rate is stable
95258,911.355,877.299,946.567,Rate is stable
95304,507.838,496.489,519.443,Rate is stable
95320,767.053,751.88,782.507,Rate is stable
95330,737.732,725.083,750.6,Rate is stable
95336,1011.18,1002.005,1020.424,Rate is stable
95337,699.256,689.986,708.639,Rate is stable
95361,1080.979,1069.75,1092.315,Rate is stable
95366,764.302,751.182,777.621,Rate is stable
95376,1049.235,1039.888,1058.659,Rate is stable
95377,619.153,609.334,629.171,Rate is stable
95385,446.695,373.027,533.822,Rate is stable
95391,461.147,445.177,478.625,Rate is stable
95632,729.206,719.43,739.094,Rate is stable
95690,744.911,704.126,788.271,Rate is stable
California,573.982,573.745,574.22,Rate is stable
San Joaquin,819.74,817.575,821.912,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
