Siskiyou  - by Zip Code 2012,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95568,1199.558,893.764,1658.977,Rate is stable
96014,475.577,400.118,566.18,Rate is stable
96023,248.765,210.736,292.698,Rate is stable
96025,1966.479,1898.372,2037.028,Rate is stable
96027,865.672,819.526,915.771,Rate is stable
96031,726.494,538.366,1002.796,Rate is stable
96032,1435.784,1378.902,1494.737,Rate is stable
96034,4487.766,3827.064,5240.495,Rate is stable
96038,2765.056,2557.843,2988.807,Rate is stable
96039,2075.052,1975.829,2179.08,Rate is stable
96044,1610.218,1500.797,1728.403,Rate is stable
96050,2019.024,1743.841,2355.159,Rate is stable
96057,1579.596,1458.076,1717.743,Rate is stable
96058,261.135,215.936,320.278,Rate is stable
96064,1099.499,1068.641,1131.14,Rate is stable
96067,1186.598,1149.834,1224.551,Rate is stable
96085,772.733,545.764,1085.832,Rate is stable
96086,1562.162,1378.806,1780.369,Rate is stable
96094,1109.483,1082.522,1137.092,Rate is stable
96097,1869.675,1840.742,1899.028,Rate is stable
96134,66.738,55.844,79.379,Rate is stable
California,596.7,596.46,596.948,Rate is stable
Siskiyou,1220.173,1209.41,1231.023,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
