San Benito  - by Zip Code 2021,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93925,362.707,312.709,431.98,Rate is stable
93930,220.009,211.019,229.375,Rate is stable
95004,460.321,426.035,497.437,Rate is stable
95023,302.14,297.561,306.779,Rate is stable
95043,332.561,272.644,404.276,Rate is stable
95045,242.121,227.666,257.502,Rate is stable
California,321.714,321.546,321.882,Rate is stable
San Benito,290.443,286.234,294.704,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
