Alameda  - by Zip Code 2022,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94501,259.134,255.414,262.911,Rate is stable
94502,170.003,163.559,176.675,Rate is stable
94514,463.316,425.531,504.442,Rate is stable
94536,196.689,193.663,199.761,Rate is stable
94538,194.324,191.024,197.673,Rate is stable
94539,109.038,106.46,111.675,Rate is stable
94541,311.437,307.426,315.495,Rate is stable
94542,253.851,245.552,262.41,Rate is stable
94544,259.433,255.955,262.953,Rate is stable
94545,259.992,254.863,265.22,Rate is stable
94546,396.474,391.321,401.697,Rate is stable
94550,270,265.959,274.103,Rate is stable
94551,283.244,278.544,288.021,Rate is stable
94552,178.936,172.397,185.751,Rate is stable
94555,144.905,140.967,148.947,Rate is stable
94560,209.934,205.985,213.951,Rate is stable
94566,238.372,234.155,242.674,Rate is stable
94568,247.151,242.894,251.478,Rate is stable
94577,266.726,262.564,270.954,Rate is stable
94578,342.398,337.044,347.827,Rate is stable
94579,225.74,220.132,231.524,Rate is stable
94580,279.777,274,285.666,Rate is stable
94586,427.289,377.097,494.211,Rate is stable
94587,164.541,161.853,167.272,Rate is stable
94588,207.073,202.671,211.567,Rate is stable
94601,242.133,237.908,246.421,Rate is stable
94602,230.581,225.563,235.715,Rate is stable
94603,359.732,353.053,366.524,Rate is stable
94605,319.746,314.704,324.863,Rate is stable
94606,218.845,214.249,223.544,Rate is stable
94607,302.784,296.153,309.582,Rate is stable
94608,358.036,350.596,365.691,Rate is stable
94609,356.748,348.371,365.331,Rate is stable
94610,207.52,202.548,212.654,Rate is stable
94611,191.421,187.417,195.533,Rate is stable
94612,387.115,374.49,400.195,Rate is stable
94613,354.942,218.514,549.561,Rate is stable
94618,170.175,164.05,176.545,Rate is stable
94619,258.221,252.022,264.563,Rate is stable
94621,383.545,376.138,391.083,Rate is stable
94702,277.67,270.283,285.254,Rate is stable
94703,235.713,228.839,242.788,Rate is stable
94704,216.96,207.052,227.348,Rate is stable
94705,199.272,192.276,206.557,Rate is stable
94706,171.049,165.376,176.904,Rate is stable
94707,168.254,160.971,175.953,Rate is stable
94708,159.732,152.84,166.964,Rate is stable
94709,150.545,142.464,159.241,Rate is stable
94710,367.518,348.197,388.111,Rate is stable
94720,30.046,19.403,58.575,Rate is stable
95391,314.604,302.753,326.986,Rate is stable
Alameda,236.001,235.312,236.692,Rate is stable
California,291.048,290.889,291.206,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
