Colusa  - by Zip Code 2013,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95912,616.127,591.861,641.363,Rate is stable
95932,1081.252,1054.409,1108.845,Rate is stable
95955,722.976,674.726,774.392,Rate is stable
95957,1410.873,1316.294,1512.843,Rate is stable
95970,850.503,702.577,1031.857,Rate is stable
95979,1501.092,1345.514,1674.32,Rate is stable
95987,986.936,956.97,1017.733,Rate is stable
California,573.982,573.745,574.22,Rate is stable
Colusa,835.815,823.305,848.483,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
