Solano  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94503,399.259,390.32,408.407,Rate is stable
94510,400.422,393.408,407.552,Rate is stable
94512,72.676,46.317,112.59,Rate is stable
94533,593.166,587.706,598.67,Rate is stable
94534,362.599,356.772,368.51,Rate is stable
94535,195.626,134.437,284.561,Rate is stable
94571,583.615,565.113,602.761,Rate is stable
94585,514.658,506.357,523.077,Rate is stable
94589,461.329,454.047,468.719,Rate is stable
94590,576.974,569.399,584.642,Rate is stable
94591,406.079,401.044,411.172,Rate is stable
94592,429.306,373.227,501.388,Rate is stable
95616,308.98,303.046,315.029,Rate is stable
95618,231.36,225.458,237.39,Rate is stable
95620,505.678,495.744,515.814,Rate is stable
95687,468.534,463.577,473.537,Rate is stable
95688,514.563,507.437,521.774,Rate is stable
95690,405.75,377.474,436.302,Rate is stable
95694,425.037,411.653,438.891,Rate is stable
California,400.571,400.379,400.762,Rate is stable
Solano,470.891,468.953,472.835,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
