Santa Cruz  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95003,574.068,564.562,583.734,Rate is stable
95005,634.343,614.186,655.197,Rate is stable
95006,888.389,859.598,918.75,Rate is stable
95010,943.243,923.727,963.175,Rate is stable
95017,655.723,570.158,756.038,Rate is stable
95018,778.939,758.69,799.706,Rate is stable
95019,694.274,671.927,717.258,Rate is stable
95033,398.654,385.551,412.217,Rate is stable
95060,555.687,548.816,562.645,Rate is stable
95062,725.282,716.823,733.836,Rate is stable
95064,243.052,206.981,285.824,Rate is stable
95065,539.429,524.345,554.972,Rate is stable
95066,656.407,643.806,669.229,Rate is stable
95073,633.501,617.56,649.876,Rate is stable
95076,590.251,584.882,595.662,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Santa Cruz,652.735,649.705,655.782,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
