San Bernardino  - by Zip Code 2018,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91701,521.19,514.271,528.19,Rate is stable
91708,977.946,936.198,1021.695,Rate is stable
91709,307.957,304.086,311.874,Rate is stable
91710,368.487,364.445,372.573,Rate is stable
91730,673.791,667.092,680.551,Rate is stable
91737,429.252,421.015,437.652,Rate is stable
91739,413.559,406.266,421.012,Rate is stable
91759,771.223,669.92,904.362,Rate is stable
91761,454.271,448.073,460.571,Rate is stable
91762,425.548,420.069,431.093,Rate is stable
91763,441.796,434.88,448.807,Rate is stable
91764,516.555,509.946,523.242,Rate is stable
91765,249.163,244.879,253.515,Rate is stable
91784,377.398,370.132,384.803,Rate is stable
91786,609.795,603.169,616.484,Rate is stable
92242,343.65,304.067,389.5,Rate is stable
92252,972.121,952.223,992.482,Rate is stable
92256,829.744,798.622,862.365,Rate is stable
92267,13.109,0.332,73.037,Rate is unstable interpret with caution
92277,721.417,708.557,734.487,Rate is stable
92278,2.175,0.821,9.95,Rate may be unstable
92280,0,,,Not applicable
92284,979.212,967.328,991.262,Rate is stable
92285,1087.781,1042.505,1135.506,Rate is stable
92301,915.429,903.415,927.606,Rate is stable
92304,33.791,16.204,71.234,Rate may be unstable
92305,577.897,508.89,664.029,Rate is stable
92307,1071.339,1060.867,1081.908,Rate is stable
92308,873.977,865.119,882.919,Rate is stable
92309,360.779,300.857,432.469,Rate is stable
92310,131.705,103.454,166.211,Rate is stable
92311,943.978,933.176,954.891,Rate is stable
92313,609.952,596.921,623.248,Rate is stable
92314,573.109,559.626,586.89,Rate is stable
92315,932.587,907.468,958.396,Rate is stable
92316,412.6,405.06,420.256,Rate is stable
92321,734.731,666.796,810.382,Rate is stable
92322,533.739,478.997,597.084,Rate is stable
92324,587.568,580.953,594.246,Rate is stable
92325,939.077,918.485,960.132,Rate is stable
92327,775.425,688.061,873.835,Rate is stable
92332,95.865,49.535,167.456,Rate is stable
92335,478.798,473.978,483.663,Rate is stable
92336,461.536,456.523,466.606,Rate is stable
92337,384.981,377.669,392.47,Rate is stable
92338,0,,,Not applicable
92339,619.128,547.869,700.153,Rate is stable
92342,730.009,709.209,751.38,Rate is stable
92344,479.329,469.186,489.728,Rate is stable
92345,884.089,877.268,890.956,Rate is stable
92346,578.95,572.878,585.078,Rate is stable
92347,804.266,746.102,869.895,Rate is stable
92352,598.733,578.305,619.939,Rate is stable
92354,554.46,544.816,564.26,Rate is stable
92356,970.203,944.581,996.551,Rate is stable
92358,1965.364,1708.154,2256.481,Rate is stable
92359,659.52,641.882,677.604,Rate is stable
92363,338.505,322.783,355.047,Rate is stable
92364,0,,,Not applicable
92365,626.365,596.775,657.667,Rate is stable
92368,785.411,723.281,854.711,Rate is stable
92371,546.907,535.938,558.091,Rate is stable
92372,577.887,558.476,597.987,Rate is stable
92373,681.034,672.384,689.784,Rate is stable
92374,525.495,518.481,532.593,Rate is stable
92376,523.456,518.217,528.741,Rate is stable
92377,562.432,551.65,573.403,Rate is stable
92382,799.596,774.078,825.913,Rate is stable
92385,666.949,592.705,759.533,Rate is stable
92392,928.841,920.182,937.579,Rate is stable
92394,869.752,857.024,882.74,Rate is stable
92395,1018.203,1008.285,1028.205,Rate is stable
92397,837.868,808.118,868.906,Rate is stable
92399,754.268,747.128,761.467,Rate is stable
92401,2176.183,2053.1,2305.892,Rate is stable
92404,1064.719,1055.976,1073.523,Rate is stable
92405,703.496,693.064,714.078,Rate is stable
92407,578.511,571.634,585.474,Rate is stable
92408,1060.298,1038.144,1082.877,Rate is stable
92410,673.522,664.815,682.338,Rate is stable
92411,597.342,587.332,607.492,Rate is stable
93528,20.275,13.361,32.772,Rate is stable
93555,706.68,697.879,715.578,Rate is stable
93562,972.275,924.634,1022.169,Rate is stable
California,456.9,456.692,457.1,Rate is stable
San Bernardino,606.022,604.961,607.085,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
