Modoc  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
96006,1596.208,1411.681,1806.353,Rate is stable
96015,612.61,510.111,731.582,Rate is stable
96054,1355.176,1152.058,1593.682,Rate is stable
96056,775.795,734.484,821.037,Rate is stable
96101,1249.931,1198.739,1303.941,Rate is stable
96104,2182.042,1960.801,2442.648,Rate is stable
96108,619.013,420.195,880.458,Rate is stable
96112,1679.504,1500.877,1876.837,Rate is stable
96115,148.9,106.698,228.401,Rate is stable
96116,584.803,465.031,729.359,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Modoc,878.485,859.072,898.29,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
