San Mateo  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94002,274.04,268.185,280.011,Rate is stable
94005,449.193,418.975,481.987,Rate is stable
94010,238.088,233.766,242.496,Rate is stable
94014,196.503,192.795,200.28,Rate is stable
94015,211.997,208.711,215.337,Rate is stable
94019,238.199,231.676,244.901,Rate is stable
94020,622.201,553.77,702.511,Rate is stable
94021,89.056,55.376,141.306,Rate is stable
94025,233.503,229.028,238.06,Rate is stable
94027,241.64,228.125,256.104,Rate is stable
94028,266.93,244.585,292.154,Rate is stable
94030,210.732,205.303,216.303,Rate is stable
94038,413.421,388.664,439.615,Rate is stable
94044,405.177,399.311,411.126,Rate is stable
94060,305.825,277,337.478,Rate is stable
94061,266.82,261.879,271.843,Rate is stable
94062,277.589,271.815,283.487,Rate is stable
94063,274.761,268.68,280.983,Rate is stable
94065,217.976,209.752,226.532,Rate is stable
94066,307.42,302.543,312.371,Rate is stable
94070,254.988,249.569,260.533,Rate is stable
94074,177.777,132.347,244.86,Rate is stable
94080,264.271,260.619,267.97,Rate is stable
94128,431.158,347.144,544.419,Rate is stable
94303,241.984,237.572,246.464,Rate is stable
94401,254.781,249.759,259.896,Rate is stable
94402,230.94,225.501,236.509,Rate is stable
94403,272.693,268.143,277.317,Rate is stable
94404,200.975,196.639,205.412,Rate is stable
California,400.571,400.379,400.762,Rate is stable
San Mateo,253.466,252.408,254.527,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
