San Joaquin  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94513,515.761,510.287,521.286,Rate is stable
94514,669.654,625.065,717.104,Rate is stable
95202,817.254,794.609,840.482,Rate is stable
95203,615.557,602.957,628.399,Rate is stable
95204,980.794,969.858,991.853,Rate is stable
95205,542.127,533.775,550.605,Rate is stable
95206,432.159,426.716,437.667,Rate is stable
95207,761.567,753.844,769.369,Rate is stable
95209,541.16,534.388,548.003,Rate is stable
95210,547.313,539.886,554.829,Rate is stable
95211,7.285,1.88,19.64,Rate is unstable interpret with caution
95212,403.033,394.674,411.572,Rate is stable
95215,446.102,437.823,454.51,Rate is stable
95219,345.549,339.11,352.093,Rate is stable
95220,402.757,389.117,416.904,Rate is stable
95230,586.957,522.57,660.061,Rate is stable
95231,422.49,401.319,444.688,Rate is stable
95236,428.95,407.532,451.444,Rate is stable
95237,593.465,568.058,619.973,Rate is stable
95240,528.358,521.958,534.827,Rate is stable
95242,461.411,453.758,469.187,Rate is stable
95258,449.608,426.813,473.734,Rate is stable
95304,460.359,449.375,471.588,Rate is stable
95320,584.965,571.969,598.224,Rate is stable
95330,524.829,514.425,535.455,Rate is stable
95336,608.583,601.708,615.526,Rate is stable
95337,520.6,513.027,528.27,Rate is stable
95361,691.655,683.187,700.211,Rate is stable
95366,546.742,536.147,557.538,Rate is stable
95376,632.215,625.087,639.416,Rate is stable
95377,438.297,430.624,446.11,Rate is stable
95385,389.729,323.094,468.526,Rate is stable
95391,516.127,492.876,540.794,Rate is stable
95632,726.791,717.566,736.12,Rate is stable
95690,405.75,377.474,436.302,Rate is stable
California,400.571,400.379,400.762,Rate is stable
San Joaquin,528.616,526.984,530.252,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
