Alameda  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94501,515.995,510.66,521.385,Rate is stable
94502,310.518,301.483,319.801,Rate is stable
94514,1428.085,1355.56,1504.373,Rate is stable
94536,434.26,429.553,439.012,Rate is stable
94538,449.375,444.101,454.706,Rate is stable
94539,229.052,224.831,233.345,Rate is stable
94541,688.055,681.582,694.585,Rate is stable
94542,509.681,496.603,523.123,Rate is stable
94544,587.657,582.13,593.229,Rate is stable
94545,591.534,583.342,599.827,Rate is stable
94546,647.507,640.098,654.992,Rate is stable
94550,666.763,659.829,673.759,Rate is stable
94551,591.894,584.19,599.702,Rate is stable
94552,327.445,318.204,336.958,Rate is stable
94555,297.909,291.891,304.05,Rate is stable
94560,444.966,438.954,451.047,Rate is stable
94566,519.246,512.408,526.173,Rate is stable
94568,458.754,452.417,465.187,Rate is stable
94577,501.169,495.072,507.335,Rate is stable
94578,739.928,731.009,748.957,Rate is stable
94579,488.963,480.109,497.973,Rate is stable
94580,564.403,555.814,573.113,Rate is stable
94586,865.876,797.197,941.757,Rate is stable
94587,379.668,375.322,384.058,Rate is stable
94588,445.9,438.556,453.361,Rate is stable
94601,607.851,600.343,615.45,Rate is stable
94602,482.951,475.344,490.673,Rate is stable
94603,771.025,760.667,781.518,Rate is stable
94605,688.912,681.335,696.561,Rate is stable
94606,478.288,471.333,485.335,Rate is stable
94607,653.799,643.83,663.917,Rate is stable
94608,641.754,632.298,651.373,Rate is stable
94609,656.492,645.18,668.053,Rate is stable
94610,380.624,373.742,387.655,Rate is stable
94611,413.638,407.369,420.013,Rate is stable
94612,578.507,566.9,590.566,Rate is stable
94613,141.525,51.56,318.07,Rate may be unstable
94618,314.488,306.053,323.174,Rate is stable
94619,526.247,517.373,535.262,Rate is stable
94621,927.696,915.173,940.394,Rate is stable
94702,514.088,503.632,524.765,Rate is stable
94703,463.053,453.67,472.612,Rate is stable
94704,470.603,455.511,486.484,Rate is stable
94705,393.817,383.88,404.07,Rate is stable
94706,327.444,318.981,336.114,Rate is stable
94707,352.746,341.946,363.887,Rate is stable
94708,246.622,237.495,256.096,Rate is stable
94709,368.594,355.954,382.005,Rate is stable
94710,669.396,646.22,693.626,Rate is stable
94720,99.306,62.818,154.622,Rate is stable
95391,579.059,554.279,605.553,Rate is stable
Alameda,491.035,489.985,492.085,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
