Contra Costa  - by Zip Code 2017,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94505,737.362,722.763,752.257,Rate is stable
94506,371.697,362.649,381.038,Rate is stable
94507,425.231,414.566,436.185,Rate is stable
94509,981.929,974.195,989.716,Rate is stable
94513,694.875,688.22,701.586,Rate is stable
94514,1075.694,1015.679,1139.325,Rate is stable
94517,562.561,549.124,576.32,Rate is stable
94518,528.735,520.517,537.077,Rate is stable
94519,605.77,594.99,616.735,Rate is stable
94520,662.443,653.619,671.377,Rate is stable
94521,614.829,607.731,621.999,Rate is stable
94523,540.306,532.642,548.074,Rate is stable
94525,710.251,680.336,741.523,Rate is stable
94526,415.549,408.091,423.176,Rate is stable
94528,426.18,375.367,484.376,Rate is stable
94530,324.26,317.598,331.06,Rate is stable
94531,753.484,744.704,762.367,Rate is stable
94547,398.431,390.742,406.256,Rate is stable
94548,1147.561,1011.053,1303.662,Rate is stable
94549,351.609,344.797,358.561,Rate is stable
94551,537.163,529.625,544.808,Rate is stable
94553,705.534,698.363,712.773,Rate is stable
94556,346.881,337.155,356.934,Rate is stable
94561,978.304,967.744,988.985,Rate is stable
94563,323.141,314.985,331.579,Rate is stable
94564,538.813,528.645,549.169,Rate is stable
94565,754.787,748.895,760.721,Rate is stable
94569,276.142,225.84,340.087,Rate is stable
94572,664.576,647.678,681.889,Rate is stable
94582,318.674,307.712,330.236,Rate is stable
94583,458.609,451.538,465.787,Rate is stable
94595,552.26,539.03,565.907,Rate is stable
94596,465.312,456.477,474.317,Rate is stable
94597,416.426,407.381,425.684,Rate is stable
94598,413.356,406.028,420.824,Rate is stable
94707,267.042,258.095,276.316,Rate is stable
94708,234.842,226.095,243.93,Rate is stable
94801,610.795,601.279,620.459,Rate is stable
94803,522.92,514.419,531.562,Rate is stable
94804,574.524,566.964,582.174,Rate is stable
94805,397.148,387.03,407.537,Rate is stable
94806,583.139,577.074,589.256,Rate is stable
California,508.647,508.432,508.862,Rate is stable
Contra Costa,538.753,537.462,540.045,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
