Mariposa  - by Zip Code 2018,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93601,3066.392,2753.571,3411.049,Rate is stable
93623,154.253,80.529,274.075,Rate is stable
93653,462.774,422.086,507.991,Rate is stable
95306,1368.734,1187.127,1574.771,Rate is stable
95311,1613.423,1469.04,1772.913,Rate is stable
95318,115.096,81.808,160.597,Rate is stable
95321,746.473,710.106,785.394,Rate is stable
95325,47.091,31.292,68.06,Rate is stable
95329,707.392,675.798,740.657,Rate is stable
95338,622.233,607.902,636.911,Rate is stable
95345,1448.193,973.375,2114.83,Rate is stable
95369,622.188,570.982,679.01,Rate is stable
95389,189.539,142.312,266.718,Rate is stable
California,456.9,456.692,457.1,Rate is stable
Mariposa,578.658,567.636,589.893,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
