Humboldt  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95501,675.563,665.032,686.255,Rate is stable
95503,523.734,515.582,532.004,Rate is stable
95511,627.008,508.544,766.381,Rate is stable
95514,410.163,290.573,563.5,Rate is stable
95519,582.937,572.628,593.413,Rate is stable
95521,478.188,466.524,490.17,Rate is stable
95524,486.985,451.233,526.163,Rate is stable
95525,764.067,694.28,844.35,Rate is stable
95526,2638.551,2335.734,2978.065,Rate is stable
95528,994.508,881.496,1120.82,Rate is stable
95536,395.24,375.045,416.613,Rate is stable
95540,732.377,719.212,745.757,Rate is stable
95542,614.793,577.918,654.507,Rate is stable
95546,2353.573,2293.022,2415.628,Rate is stable
95547,847.696,778.65,922.958,Rate is stable
95549,340.413,300.474,386.636,Rate is stable
95550,384.816,210.296,737.703,Rate is stable
95551,699.219,653.7,747.997,Rate is stable
95554,1045.4,916.328,1198.564,Rate is stable
95555,802.222,714.522,913.536,Rate is stable
95556,1197.301,953.131,1495.942,Rate is stable
95558,282.967,220.772,379.517,Rate is stable
95560,570.805,529.462,618.296,Rate is stable
95562,826.851,795.682,859.58,Rate is stable
95563,904.311,816.155,1012.27,Rate is stable
95564,1328.33,1161.128,1523.827,Rate is stable
95565,983.316,905.256,1068.802,Rate is stable
95569,384.244,311.126,478.273,Rate is stable
95570,501.96,473.329,532.685,Rate is stable
95573,1316.052,1241.133,1401.01,Rate is stable
95589,848.416,709.544,1054.698,Rate is stable
California,400.571,400.379,400.762,Rate is stable
Humboldt,646.314,642.185,650.467,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
