Butte  - by Zip Code 2011,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95901,1420.024,1405.796,1434.391,Rate is stable
95914,2568.645,2329.993,2830.79,Rate is stable
95916,2416.065,2308.443,2528.861,Rate is stable
95917,1067.514,1028.592,1107.849,Rate is stable
95926,1370.967,1357.683,1384.363,Rate is stable
95928,951.229,940.462,962.106,Rate is stable
95938,794.076,766.291,822.786,Rate is stable
95941,1668.392,1534.532,1812.512,Rate is stable
95942,1037.757,962.997,1117.923,Rate is stable
95948,1169.279,1147.766,1191.166,Rate is stable
95954,1718.491,1693.24,1744.077,Rate is stable
95965,1322.524,1306.145,1339.088,Rate is stable
95966,2115.106,2097.083,2133.265,Rate is stable
95968,3503.781,3333.845,3681.908,Rate is stable
95969,1480.482,1465.263,1495.858,Rate is stable
95973,929.259,919.059,939.555,Rate is stable
Butte,1360.39,1355.372,1365.423,Rate is stable
California,588.555,588.31,588.8,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
