San Benito  - by Zip Code 2014,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93925,461.853,418.905,511.181,Rate is stable
93930,612.596,598.358,627.209,Rate is stable
95004,617.885,592.496,644.405,Rate is stable
95023,699.156,691.717,706.664,Rate is stable
95043,679.446,613.285,754.496,Rate is stable
95045,642.657,614.131,672.547,Rate is stable
California,582.565,582.325,582.802,Rate is stable
San Benito,674.74,667.945,681.598,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
