Sacramento  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94571,583.615,565.113,602.761,Rate is stable
95608,600.689,594.963,606.469,Rate is stable
95610,669.094,661.75,676.515,Rate is stable
95615,219.776,185.696,263.136,Rate is stable
95621,654.711,647.395,662.103,Rate is stable
95624,442.431,437.433,447.476,Rate is stable
95626,582.715,563.746,602.291,Rate is stable
95628,540.005,533.346,546.744,Rate is stable
95630,369.168,365.055,373.326,Rate is stable
95632,726.791,717.566,736.12,Rate is stable
95638,507.052,467.906,552.415,Rate is stable
95641,845.81,793.409,902.388,Rate is stable
95652,700.15,579.189,849.588,Rate is stable
95655,699.884,657.771,745.37,Rate is stable
95660,631.132,622.64,639.722,Rate is stable
95662,609.131,601.002,617.357,Rate is stable
95670,522.969,517.19,528.804,Rate is stable
95673,678.913,666.286,691.757,Rate is stable
95678,526.78,519.997,533.639,Rate is stable
95683,403.517,387.619,420.277,Rate is stable
95690,405.75,377.474,436.302,Rate is stable
95693,512.091,492.594,532.552,Rate is stable
95742,741.183,699.975,785.546,Rate is stable
95757,339.216,333.635,344.886,Rate is stable
95758,401.261,396.452,406.118,Rate is stable
95811,675.229,652.968,698.242,Rate is stable
95814,544.723,531.297,559.315,Rate is stable
95815,694.078,683.228,705.09,Rate is stable
95816,586.169,574.009,598.7,Rate is stable
95817,641.838,628.035,655.93,Rate is stable
95818,371.885,363.709,380.238,Rate is stable
95819,340.388,332.256,348.721,Rate is stable
95820,490.544,483.407,497.772,Rate is stable
95821,568.805,561.22,576.488,Rate is stable
95822,502.056,495.798,508.381,Rate is stable
95823,526.6,521.257,531.989,Rate is stable
95824,490.185,481.866,498.639,Rate is stable
95825,651.041,642.422,659.772,Rate is stable
95826,484.803,477.759,491.936,Rate is stable
95827,571.934,561.883,582.149,Rate is stable
95828,433.296,428.168,438.478,Rate is stable
95829,440.11,431.762,448.621,Rate is stable
95830,728.031,540.042,975.15,Rate is stable
95831,356.333,351.043,361.701,Rate is stable
95832,754.192,723.513,786.371,Rate is stable
95833,556.333,548.082,564.702,Rate is stable
95834,585.233,574.662,596.022,Rate is stable
95835,383.407,376.979,389.935,Rate is stable
95837,448.737,369.06,549.248,Rate is stable
95838,701.38,692.39,710.471,Rate is stable
95841,723.423,711.787,735.222,Rate is stable
95842,672.043,662.945,681.25,Rate is stable
95843,490.208,483.679,496.814,Rate is stable
95864,404.62,396.613,412.785,Rate is stable
California,400.571,400.379,400.762,Rate is stable
Sacramento,506.405,505.312,507.5,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
