Sutter  - by Zip Code 2023,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95626,504.767,486.536,523.697,Rate is stable
95645,270.35,244.48,300.091,Rate is stable
95659,490.107,438.729,547.293,Rate is stable
95668,705.5,630.4,801.522,Rate is stable
95674,404.36,361.972,454.878,Rate is stable
95692,538.667,516.665,561.645,Rate is stable
95953,531.282,517.235,545.73,Rate is stable
95957,774.393,702.95,853.633,Rate is stable
95982,726.268,692.265,761.984,Rate is stable
95991,591.516,583.928,599.193,Rate is stable
95993,370.66,364.735,376.674,Rate is stable
California,295.981,295.818,296.145,Rate is stable
Sutter,495.588,491.249,499.961,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.02.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/02/26., https://skylab.cdph.ca.gov/ODdash/,,
