San Diego  - by Zip Code 2013,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,655.876,643.827,668.129,Rate is stable
91902,332.773,324.869,340.865,Rate is stable
91905,1380.334,1296.154,1469.902,Rate is stable
91906,774.982,739.258,812.885,Rate is stable
91910,416.261,411.744,420.822,Rate is stable
91911,418.44,414.017,422.903,Rate is stable
91913,247.614,242.808,252.509,Rate is stable
91914,270.854,262.428,279.569,Rate is stable
91915,255.032,247.772,262.573,Rate is stable
91916,940.633,869.912,1018.26,Rate is stable
91917,1266.059,1089.545,1473.283,Rate is stable
91932,542.033,532.872,551.329,Rate is stable
91934,240.09,208.75,280.418,Rate is stable
91935,606.085,587.089,625.761,Rate is stable
91941,650.736,642.173,659.399,Rate is stable
91942,684.403,676.279,692.62,Rate is stable
91945,714.67,704.555,724.912,Rate is stable
91950,413.626,408.332,418.979,Rate is stable
91962,789.403,742.759,838.671,Rate is stable
91963,831.172,744.103,927.581,Rate is stable
91977,577.141,571.014,583.326,Rate is stable
91978,568.642,552.615,585.096,Rate is stable
91980,125.241,96.907,162.681,Rate is stable
92003,455.795,435.704,476.809,Rate is stable
92004,436.896,409.552,466.482,Rate is stable
92007,472.245,460.035,484.782,Rate is stable
92008,674.256,664.876,683.767,Rate is stable
92009,493.715,487.137,500.379,Rate is stable
92010,374.325,364.714,384.188,Rate is stable
92011,324.896,317.921,332.02,Rate is stable
92014,387.516,376.366,399.054,Rate is stable
92019,582.381,575.252,589.586,Rate is stable
92020,863.622,856.056,871.245,Rate is stable
92021,818.047,811.225,824.919,Rate is stable
92024,518.781,512.658,524.972,Rate is stable
92025,684.836,677.295,692.45,Rate is stable
92026,556.898,550.485,563.379,Rate is stable
92027,575.97,569.404,582.605,Rate is stable
92028,480.297,474.244,486.42,Rate is stable
92029,525.769,515.867,535.844,Rate is stable
92036,826.358,789.84,864.549,Rate is stable
92037,433.025,426.626,439.519,Rate is stable
92040,907.617,898.355,916.976,Rate is stable
92054,704.025,695.839,712.294,Rate is stable
92055,26.375,17.478,38.891,Rate is stable
92056,591.646,585.315,598.039,Rate is stable
92057,484.178,478.552,489.859,Rate is stable
92058,410.371,402.488,418.395,Rate is stable
92059,1410.617,1323.179,1504.345,Rate is stable
92061,1639.827,1558.124,1725.638,Rate is stable
92064,571.469,564.906,578.098,Rate is stable
92065,713.426,704.703,722.246,Rate is stable
92066,784.836,665.3,932.89,Rate is stable
92067,629.104,607.68,651.508,Rate is stable
92069,582.542,575.324,589.845,Rate is stable
92070,1290.228,1203.464,1383.136,Rate is stable
92071,787.136,779.932,794.399,Rate is stable
92075,454.228,442.971,465.79,Rate is stable
92078,417.061,411.297,422.892,Rate is stable
92081,453.731,445.847,461.739,Rate is stable
92082,682.915,670.911,695.113,Rate is stable
92083,743.785,734.073,753.614,Rate is stable
92084,551.066,544.613,557.585,Rate is stable
92086,571.387,533.182,614.824,Rate is stable
92091,198.758,175.898,226.944,Rate is stable
92101,622.023,613.877,630.652,Rate is stable
92102,472.321,464.758,480,Rate is stable
92103,583.667,575.864,591.67,Rate is stable
92104,554.27,546.685,561.975,Rate is stable
92105,538.621,532.587,544.716,Rate is stable
92106,449.091,439.354,459.019,Rate is stable
92107,486.268,478.124,494.558,Rate is stable
92108,454.925,444.274,465.914,Rate is stable
92109,475.087,468.184,482.113,Rate is stable
92110,595.602,586.36,604.994,Rate is stable
92111,480.029,473.998,486.126,Rate is stable
92113,412.559,406.273,418.931,Rate is stable
92114,428.665,423.735,433.644,Rate is stable
92115,524.993,518.345,531.73,Rate is stable
92116,502.942,494.881,511.156,Rate is stable
92117,485.693,480.096,491.355,Rate is stable
92118,280.087,273.198,287.134,Rate is stable
92119,519.042,510.109,528.125,Rate is stable
92120,502.308,494.216,510.536,Rate is stable
92121,996.37,905.067,1096.203,Rate is stable
92122,382.471,376.319,388.733,Rate is stable
92123,588.612,579.546,597.814,Rate is stable
92124,429.945,421.451,438.625,Rate is stable
92126,295.092,291.204,299.03,Rate is stable
92127,424.391,417.723,431.154,Rate is stable
92128,396.582,391.229,402.006,Rate is stable
92129,350.801,345.624,356.056,Rate is stable
92130,362.534,355.934,369.282,Rate is stable
92131,339.342,333.125,345.666,Rate is stable
92134,15.991,3.036,50.626,Rate is unstable interpret with caution
92135,32.908,10.633,124.121,Rate may be unstable
92139,366.046,359.657,372.537,Rate is stable
92140,216.215,130.717,337.129,Rate is stable
92145,124.839,90.11,169.764,Rate is stable
92154,290.31,286.644,294.017,Rate is stable
92155,2.776,0.583,17.019,Rate is unstable interpret with caution
92173,336.355,329.487,343.345,Rate is stable
92536,1214.275,1166.483,1263.964,Rate is stable
92561,572.254,507.409,654.745,Rate is stable
92590,576.257,550.24,603.435,Rate is stable
92592,481.477,476.487,486.515,Rate is stable
92672,623.695,615.668,631.817,Rate is stable
California,573.982,573.745,574.22,Rate is stable
San Diego,511.975,511.198,512.757,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
