Alameda  - by Zip Code 2012,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94501,545.087,539.586,550.642,Rate is stable
94502,336.712,327.184,346.492,Rate is stable
94514,2468.251,2375.326,2564.815,Rate is stable
94536,468.714,463.807,473.668,Rate is stable
94538,472.084,466.695,477.529,Rate is stable
94539,250.267,245.824,254.782,Rate is stable
94541,706.238,699.695,712.839,Rate is stable
94542,453.554,441.277,466.194,Rate is stable
94544,590.913,585.366,596.504,Rate is stable
94545,586.693,578.54,594.947,Rate is stable
94546,690.318,682.646,698.066,Rate is stable
94550,756.89,749.396,764.447,Rate is stable
94551,521.839,514.683,529.097,Rate is stable
94552,354.082,344.405,364.032,Rate is stable
94555,333.665,327.378,340.074,Rate is stable
94560,470.927,464.714,477.21,Rate is stable
94566,537.321,530.267,544.466,Rate is stable
94568,453.194,447.033,459.448,Rate is stable
94577,518.492,512.288,524.764,Rate is stable
94578,774.753,765.643,783.973,Rate is stable
94579,487.874,478.995,496.91,Rate is stable
94580,561.623,552.982,570.386,Rate is stable
94586,773.948,708.475,846.699,Rate is stable
94587,394.168,389.714,398.667,Rate is stable
94588,442.642,435.353,450.049,Rate is stable
94601,662.293,654.54,670.136,Rate is stable
94602,531.952,524.022,539.996,Rate is stable
94603,792.351,781.922,802.914,Rate is stable
94605,720.889,713.111,728.738,Rate is stable
94606,494.189,487.14,501.329,Rate is stable
94607,739.218,728.523,750.064,Rate is stable
94608,709.472,699.543,719.564,Rate is stable
94609,765.055,752.919,777.439,Rate is stable
94610,393.038,386.082,400.143,Rate is stable
94611,417.791,411.456,424.233,Rate is stable
94612,669.268,656.735,682.253,Rate is stable
94613,588.051,377.383,879.7,Rate is stable
94618,327.262,318.672,336.102,Rate is stable
94619,569.984,560.669,579.441,Rate is stable
94621,974.493,961.867,987.292,Rate is stable
94702,585.63,574.497,596.985,Rate is stable
94703,487.435,477.794,497.254,Rate is stable
94704,491.297,476.058,507.318,Rate is stable
94705,417.272,407.205,427.651,Rate is stable
94706,361.355,352.636,370.276,Rate is stable
94707,330.155,319.905,340.739,Rate is stable
94708,261.438,251.931,271.295,Rate is stable
94709,388.501,375.775,401.988,Rate is stable
94710,697.393,674.995,720.805,Rate is stable
94720,119.633,78.938,178.98,Rate is stable
95391,440.527,424.362,458.22,Rate is stable
Alameda,549.63,548.485,550.775,Rate is stable
California,596.7,596.46,596.948,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
