Napa  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94503,325.789,318.186,333.546,Rate is stable
94508,286.926,267.7,307.724,Rate is stable
94515,283.272,271.889,295.226,Rate is stable
94558,373.918,369.72,378.162,Rate is stable
94559,334.753,328.161,341.465,Rate is stable
94567,492.886,432.367,562.588,Rate is stable
94574,225.701,216.444,235.539,Rate is stable
94576,256.791,207.189,389.235,Rate is stable
94599,410.324,385.324,440.221,Rate is stable
95476,389.082,383.159,395.102,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Napa,349.261,346.367,352.176,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
