Colusa  - by Zip Code 2021,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95912,281.007,262.814,300.402,Rate is stable
95932,352.449,339.453,365.89,Rate is stable
95955,413.858,376.453,455.903,Rate is stable
95957,690.108,624.311,762.969,Rate is stable
95970,419.572,318.181,554.752,Rate is stable
95979,1090.133,813.795,1455.208,Rate is stable
95987,535.171,512.727,558.449,Rate is stable
California,321.714,321.546,321.882,Rate is stable
Colusa,339.164,331.688,346.788,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
