Shasta  - by Zip Code 2023,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
96001,468.58,461.567,475.696,Rate is stable
96002,552.755,544.953,560.664,Rate is stable
96003,441.991,435.932,448.134,Rate is stable
96007,584.753,574.963,594.705,Rate is stable
96008,1098.452,878.385,1390.991,Rate is stable
96013,701.749,675.769,728.787,Rate is stable
96016,195.867,167.981,233.824,Rate is stable
96019,635.167,620.278,650.402,Rate is stable
96022,526.732,515.326,538.404,Rate is stable
96025,722.457,683.403,763.949,Rate is stable
96028,1003.59,905.996,1120.166,Rate is stable
96033,628.549,568.279,733.462,Rate is stable
96040,257.744,197.415,347.307,Rate is stable
96047,543.112,488.092,629.452,Rate is stable
96051,556,499.625,632.046,Rate is stable
96056,459.348,400.302,531.238,Rate is stable
96062,427.363,379.623,483.998,Rate is stable
96065,451.603,350.934,600.267,Rate is stable
96069,434.167,367.65,526.303,Rate is stable
96071,157.681,96.313,243.672,Rate is stable
96073,371.159,348.957,395.549,Rate is stable
96076,152.093,121.777,237.109,Rate is stable
96087,623.239,558.474,695.806,Rate is stable
96088,564.031,535.63,594.266,Rate is stable
96096,441.315,397.472,505.371,Rate is stable
California,295.981,295.818,296.145,Rate is stable
Shasta,551.561,548.275,554.866,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
