Riverside  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91752,612.712,603.247,622.327,Rate is stable
92028,552.784,546.337,559.3,Rate is stable
92059,1766.987,1669.621,1870.582,Rate is stable
92201,642.991,636.687,649.347,Rate is stable
92203,483.532,475.575,491.602,Rate is stable
92210,838.007,737.742,962.099,Rate is stable
92211,623.481,611.149,636.094,Rate is stable
92220,997.853,986.489,1009.338,Rate is stable
92223,768.707,760.96,776.519,Rate is stable
92225,765.338,753.965,776.865,Rate is stable
92230,1608.489,1541.166,1678.379,Rate is stable
92234,603.149,596.723,609.634,Rate is stable
92236,478.365,469.699,487.186,Rate is stable
92239,693.876,556.454,869.012,Rate is stable
92240,1002.928,992.081,1013.878,Rate is stable
92241,529.643,513.748,546.009,Rate is stable
92253,529.728,522.559,536.988,Rate is stable
92254,411.509,395.195,428.521,Rate is stable
92260,678.802,670.271,687.436,Rate is stable
92262,878.426,867.952,889.029,Rate is stable
92264,648.958,636.998,661.176,Rate is stable
92270,599.871,584.085,616.2,Rate is stable
92274,457.022,445.405,468.994,Rate is stable
92276,659.061,639.387,679.321,Rate is stable
92282,1046.899,973.809,1128.033,Rate is stable
92320,900.733,880.302,921.736,Rate is stable
92324,800.849,792.829,808.94,Rate is stable
92337,504.807,496.201,513.587,Rate is stable
92373,837.191,827.673,846.808,Rate is stable
92399,952.855,944.654,961.119,Rate is stable
92501,806.566,793.21,820.146,Rate is stable
92503,626.261,620.786,631.781,Rate is stable
92504,692.292,685.377,699.266,Rate is stable
92505,698.56,690.614,706.586,Rate is stable
92506,663.172,655.976,670.44,Rate is stable
92507,634.189,626.314,642.152,Rate is stable
92508,542.994,534.781,551.342,Rate is stable
92509,606.857,600.993,612.772,Rate is stable
92518,1417.268,1316.949,1527.854,Rate is stable
92530,943.788,934.32,953.365,Rate is stable
92532,720.354,705.881,735.212,Rate is stable
92536,1376.324,1325.198,1429.353,Rate is stable
92539,1352.676,1299.634,1408.187,Rate is stable
92543,1365.453,1353.102,1377.909,Rate is stable
92544,1136.154,1126.568,1145.81,Rate is stable
92545,1089.442,1078.896,1100.08,Rate is stable
92548,663.374,644.736,682.547,Rate is stable
92549,1433.852,1368.539,1503.969,Rate is stable
92551,594.6,583.547,605.995,Rate is stable
92553,695.525,688.596,702.523,Rate is stable
92555,615.485,606.869,624.233,Rate is stable
92557,663.711,655.905,671.612,Rate is stable
92561,760.938,659.304,882.382,Rate is stable
92562,702.625,696.06,709.246,Rate is stable
92563,669.679,662.751,676.676,Rate is stable
92567,655.137,638.469,672.213,Rate is stable
92570,548.693,542.245,555.205,Rate is stable
92571,628.967,620.322,637.744,Rate is stable
92582,791.726,777.076,806.638,Rate is stable
92583,941.496,930.598,952.497,Rate is stable
92584,719.856,712.095,727.686,Rate is stable
92585,703.157,690.832,715.711,Rate is stable
92586,1188.7,1169.903,1207.83,Rate is stable
92587,740.963,728.064,754.074,Rate is stable
92590,640.913,614.61,668.327,Rate is stable
92591,645.575,637.382,653.861,Rate is stable
92592,542.783,537.49,548.125,Rate is stable
92595,803.31,793.19,813.544,Rate is stable
92596,692.788,680.768,705.033,Rate is stable
92860,592.095,583.185,601.132,Rate is stable
92879,552.119,544.952,559.374,Rate is stable
92880,467.203,461.49,472.99,Rate is stable
92881,457.319,449.735,465.024,Rate is stable
92882,537.67,531.876,543.527,Rate is stable
92883,515,506.935,523.183,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Riverside,659.052,658.018,660.088,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
