Napa  - by Zip Code 2019,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94503,399.259,390.32,408.407,Rate is stable
94508,284.213,265.747,304.062,Rate is stable
94515,306.62,295.19,318.532,Rate is stable
94558,452.344,447.722,457.011,Rate is stable
94559,395.643,388.652,402.746,Rate is stable
94567,526.212,443.671,625.526,Rate is stable
94574,254.675,244.601,265.146,Rate is stable
94576,500.678,293.269,819.31,Rate is stable
94599,436.419,410.665,465.7,Rate is stable
95476,511.771,505.405,518.22,Rate is stable
California,400.571,400.379,400.762,Rate is stable
Napa,424.085,420.894,427.299,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
