Humboldt  - by Zip Code 2021,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95501,485.092,476.802,493.517,Rate is stable
95503,397.977,390.78,405.302,Rate is stable
95511,280.618,216.699,361.018,Rate is stable
95514,134.167,82.825,206.877,Rate is stable
95519,429.277,419.644,439.103,Rate is stable
95521,459.205,447.011,471.798,Rate is stable
95524,309.168,280.612,343.684,Rate is stable
95525,589.226,512.415,690.851,Rate is stable
95526,1407.391,1186.105,1677.893,Rate is stable
95528,396.878,365.096,431.364,Rate is stable
95536,382.886,360.848,406.38,Rate is stable
95540,541.31,529.858,552.991,Rate is stable
95542,412.371,383.533,443.736,Rate is stable
95546,1261.892,1215.333,1310.255,Rate is stable
95547,550.778,502.582,604.1,Rate is stable
95549,385.977,321.228,465.984,Rate is stable
95550,202.98,114.893,355.353,Rate is stable
95551,722.347,669.325,783.111,Rate is stable
95554,210.402,172.656,259.932,Rate is stable
95555,811.605,701.784,945.146,Rate is stable
95556,2864.231,2240.856,3662.86,Rate is stable
95558,1180.953,881.658,1559.611,Rate is stable
95560,522.126,481.861,568.085,Rate is stable
95562,760.239,728.806,793.075,Rate is stable
95563,892.677,781.816,1024.858,Rate is stable
95564,733.614,640.319,852.881,Rate is stable
95565,786.929,714.956,865.793,Rate is stable
95569,329.768,242.92,469.671,Rate is stable
95570,380.97,349.108,418.998,Rate is stable
95573,1512.052,1381.766,1653.656,Rate is stable
95589,2915.909,2125.132,3925.029,Rate is stable
California,321.714,321.546,321.882,Rate is stable
Humboldt,494.095,490.463,497.75,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
