San Diego  - by Zip Code 2012,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,664.858,652.596,677.328,Rate is stable
91902,326.985,319.12,335.04,Rate is stable
91905,1475.241,1385.618,1570.399,Rate is stable
91906,840.359,802.166,880.77,Rate is stable
91910,438.719,434.059,443.423,Rate is stable
91911,438.408,433.868,442.988,Rate is stable
91913,235.371,230.704,240.125,Rate is stable
91914,257.414,249.366,265.747,Rate is stable
91915,263.58,256.29,271.146,Rate is stable
91916,1326.154,1226.732,1433.464,Rate is stable
91917,1506.459,1316.02,1727.053,Rate is stable
91932,578.079,568.594,587.698,Rate is stable
91934,262.992,222.548,313.225,Rate is stable
91935,652.063,632.434,672.368,Rate is stable
91941,744.996,735.798,754.295,Rate is stable
91942,675.617,667.485,683.843,Rate is stable
91945,726.768,716.534,737.13,Rate is stable
91950,423.649,418.268,429.089,Rate is stable
91962,801.192,754.171,850.837,Rate is stable
91963,898.21,809.249,996.327,Rate is stable
91977,591.254,585.054,597.511,Rate is stable
91978,592.887,576.659,609.539,Rate is stable
91980,167.698,127.493,218.478,Rate is stable
92003,505.584,484.034,528.073,Rate is stable
92004,384.374,357.644,413.427,Rate is stable
92007,488.733,476.243,501.554,Rate is stable
92008,712.827,703.139,722.647,Rate is stable
92009,527.148,520.3,534.083,Rate is stable
92010,380.708,370.908,390.762,Rate is stable
92011,315,308.034,322.117,Rate is stable
92014,418.89,407.302,430.866,Rate is stable
92019,598.183,590.936,605.507,Rate is stable
92020,895.283,887.566,903.058,Rate is stable
92021,846.588,839.628,853.598,Rate is stable
92024,559.204,552.771,565.705,Rate is stable
92025,682.584,675.086,690.154,Rate is stable
92026,562.126,555.655,568.665,Rate is stable
92027,592.276,585.616,599.005,Rate is stable
92028,518.917,512.583,525.322,Rate is stable
92029,580.971,570.552,591.564,Rate is stable
92036,928.871,889.213,970.24,Rate is stable
92037,442.357,435.864,448.945,Rate is stable
92040,945.196,935.729,954.758,Rate is stable
92054,776.519,767.881,785.24,Rate is stable
92055,60.449,45.916,78.615,Rate is stable
92056,610.719,604.252,617.247,Rate is stable
92057,483.466,477.827,489.161,Rate is stable
92058,392.466,384.785,400.289,Rate is stable
92059,1306.527,1224.699,1394.512,Rate is stable
92061,1572.252,1493.227,1655.337,Rate is stable
92064,578.06,571.418,584.768,Rate is stable
92065,731.896,723.045,740.844,Rate is stable
92066,659.29,553.369,793.599,Rate is stable
92067,629.244,607.643,651.829,Rate is stable
92069,610.374,603.015,617.817,Rate is stable
92070,1466.174,1370.526,1568.151,Rate is stable
92071,803.877,796.592,811.219,Rate is stable
92075,476.336,464.619,488.362,Rate is stable
92078,394.766,389.117,400.483,Rate is stable
92081,443.3,435.552,451.172,Rate is stable
92082,686.257,674.141,698.569,Rate is stable
92083,746.77,737.108,756.548,Rate is stable
92084,536.395,530.018,542.838,Rate is stable
92086,606.329,565.644,652.301,Rate is stable
92091,243.105,210.649,281.56,Rate is stable
92101,650.103,641.923,658.764,Rate is stable
92102,480.79,473.226,488.469,Rate is stable
92103,627.548,619.355,635.943,Rate is stable
92104,584.169,576.392,592.067,Rate is stable
92105,564.314,558.139,570.55,Rate is stable
92106,473.557,463.516,483.789,Rate is stable
92107,548.971,540.309,557.78,Rate is stable
92108,457.191,446.596,468.121,Rate is stable
92109,487.487,480.487,494.61,Rate is stable
92110,619.279,609.862,628.846,Rate is stable
92111,501.06,494.881,507.305,Rate is stable
92113,424.933,418.561,431.392,Rate is stable
92114,452.71,447.608,457.862,Rate is stable
92115,542.969,536.248,549.779,Rate is stable
92116,519.294,511.144,527.596,Rate is stable
92117,528.146,522.277,534.081,Rate is stable
92118,315.896,308.553,323.397,Rate is stable
92119,563.427,554.013,572.993,Rate is stable
92120,526.073,517.778,534.504,Rate is stable
92121,1164.939,1063.767,1274.815,Rate is stable
92122,395.943,389.614,402.382,Rate is stable
92123,584.89,575.889,594.027,Rate is stable
92124,434.82,426.401,443.422,Rate is stable
92126,307.399,303.455,311.393,Rate is stable
92127,404.75,398.268,411.326,Rate is stable
92128,411.536,406.071,417.071,Rate is stable
92129,349.635,344.544,354.803,Rate is stable
92130,377.245,370.388,384.253,Rate is stable
92131,352.852,346.51,359.299,Rate is stable
92134,26.042,11.454,58.142,Rate may be unstable
92135,41.689,7.242,150.965,Rate is unstable interpret with caution
92139,390.317,383.683,397.053,Rate is stable
92140,428.486,303.02,588.822,Rate is stable
92145,61.425,42.318,89.31,Rate is stable
92154,308.247,304.455,312.08,Rate is stable
92155,3.611,1.395,17.471,Rate may be unstable
92173,370.433,363.215,377.773,Rate is stable
92536,1212.788,1164.803,1262.68,Rate is stable
92561,599.082,524.849,691.555,Rate is stable
92590,604.278,577.873,631.831,Rate is stable
92592,489.58,484.546,494.662,Rate is stable
92672,647.97,639.741,656.294,Rate is stable
California,596.7,596.46,596.948,Rate is stable
San Diego,539.232,538.42,540.04,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
