Tulare  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93207,1265.383,1097.033,1459.773,Rate is stable
93212,689.389,677.132,701.877,Rate is stable
93215,424.162,417.886,430.521,Rate is stable
93219,632.802,610.781,655.608,Rate is stable
93221,844.142,829.308,859.213,Rate is stable
93223,777.77,758.323,797.673,Rate is stable
93235,727.587,696.215,760.209,Rate is stable
93244,1140.134,978.528,1343.246,Rate is stable
93247,661.051,648.156,674.165,Rate is stable
93256,912.961,870.83,957.634,Rate is stable
93257,938.572,931.115,946.078,Rate is stable
93260,827.628,712.677,1004.992,Rate is stable
93262,13.971,2.88,42.023,Rate is unstable interpret with caution
93265,1104.387,1056.085,1155.131,Rate is stable
93267,670.823,648.969,693.369,Rate is stable
93270,635.366,611.54,660.052,Rate is stable
93271,675.798,636.39,718.235,Rate is stable
93272,647.321,607.971,689.659,Rate is stable
93274,932.517,924.757,940.337,Rate is stable
93277,956.389,947.878,964.963,Rate is stable
93286,713.677,694.909,732.885,Rate is stable
93291,745.465,737.506,753.501,Rate is stable
93292,848.376,838.501,858.365,Rate is stable
93527,1695.243,1614.248,1780.488,Rate is stable
93603,170.396,126.9,226.559,Rate is stable
93615,603.768,577.137,631.561,Rate is stable
93618,706.342,695.684,717.143,Rate is stable
93631,862.195,846.94,877.676,Rate is stable
93646,603.935,586.324,622.039,Rate is stable
93647,606.212,582.923,630.799,Rate is stable
93654,1094.589,1082.869,1106.418,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Tulare,788.01,785.292,790.737,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.02.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/02/26., https://skylab.cdph.ca.gov/ODdash/,,
