El Dorado  - by Zip Code 2021,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95614,497.599,471.131,526.362,Rate is stable
95619,585.226,562.311,609.812,Rate is stable
95623,816.853,779.766,856.176,Rate is stable
95629,546.456,483.334,618.673,Rate is stable
95633,459.439,433.665,488.402,Rate is stable
95634,573.852,544.425,604.808,Rate is stable
95635,878.12,804.235,960.072,Rate is stable
95636,546.687,492.04,609.849,Rate is stable
95651,883.272,773.439,1014.195,Rate is stable
95664,812.78,726.548,908.352,Rate is stable
95667,568.047,560.547,575.644,Rate is stable
95672,300.353,284.858,317.095,Rate is stable
95682,459.54,452.072,467.132,Rate is stable
95684,581.519,543.018,625.129,Rate is stable
95709,440.72,422.671,459.638,Rate is stable
95720,362.713,272.716,524.434,Rate is stable
95721,0,,,Not applicable
95726,639.788,623.093,656.973,Rate is stable
95735,6.699,0.17,146.126,Rate is unstable interpret with caution
95762,325.322,320.197,330.533,Rate is stable
96142,284.612,249.929,325.272,Rate is stable
96150,278.498,272.735,284.377,Rate is stable
California,321.714,321.546,321.882,Rate is stable
El Dorado,457.288,454.308,460.287,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
