Marin  - by Zip Code 2011,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94901,505.157,498.565,511.825,Rate is stable
94903,603.863,595.527,612.313,Rate is stable
94904,534.794,521.434,548.522,Rate is stable
94920,476.28,462.339,490.67,Rate is stable
94924,915.819,848.835,990.458,Rate is stable
94925,574.512,551.776,598.487,Rate is stable
94929,1082.682,900.219,1294.592,Rate is stable
94930,562.888,547.11,579.216,Rate is stable
94933,749.253,685.082,819.564,Rate is stable
94937,765.662,688.223,854.912,Rate is stable
94938,471.083,423.873,524.206,Rate is stable
94939,472.661,455.108,490.915,Rate is stable
94940,865.594,681.942,1113.595,Rate is stable
94941,496.536,488.326,504.898,Rate is stable
94945,582.915,571.89,594.138,Rate is stable
94946,562.949,474.452,676.409,Rate is stable
94947,698.106,687.745,708.613,Rate is stable
94949,678.901,666.583,691.43,Rate is stable
94952,731.705,722.941,740.572,Rate is stable
94956,1066.757,993.312,1148.054,Rate is stable
94960,549.062,536.48,561.971,Rate is stable
94963,412.529,337.801,504.231,Rate is stable
94964,152.591,139.686,166.806,Rate is stable
94965,574.045,559.712,588.891,Rate is stable
94970,1236.976,1133.86,1352.699,Rate is stable
94971,315.637,263.65,380.523,Rate is stable
94973,640.732,569,723.307,Rate is stable
California,588.555,588.31,588.8,Rate is stable
Marin,570.237,567.405,573.078,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
