Orange  - by Zip Code 2023,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90620,276.372,271.686,281.132,Rate is stable
90621,205.736,200.986,210.582,Rate is stable
90623,175.533,169.422,181.873,Rate is stable
90630,227.239,223.342,231.202,Rate is stable
90631,270.859,267.088,274.678,Rate is stable
90680,262.772,257.115,268.535,Rate is stable
90716,192.835,185.257,200.673,Rate is stable
90720,259.798,253.781,265.97,Rate is stable
90740,282.601,275.466,289.989,Rate is stable
90742,557.561,486.659,645.168,Rate is stable
90743,277.202,214.772,355.263,Rate is stable
92530,461.133,455.251,467.078,Rate is stable
92602,313.93,303.081,325.241,Rate is stable
92603,184.723,178.767,190.878,Rate is stable
92604,200.322,195.364,205.396,Rate is stable
92606,216.719,210.872,222.702,Rate is stable
92610,218.594,208.712,228.98,Rate is stable
92612,273.529,266.522,280.712,Rate is stable
92614,252.054,245.542,258.731,Rate is stable
92617,241.566,219.17,266.355,Rate is stable
92618,225.936,221.113,230.859,Rate is stable
92620,203.895,199.817,208.05,Rate is stable
92624,581.637,558.152,606.516,Rate is stable
92625,211.103,202.62,220.015,Rate is stable
92626,280.026,275.437,284.685,Rate is stable
92627,297.681,293.337,302.08,Rate is stable
92629,329.982,322.762,337.356,Rate is stable
92630,309.264,305.094,313.484,Rate is stable
92637,859.846,798.305,935.411,Rate is stable
92646,303.76,299.566,308.015,Rate is stable
92647,345.585,341.044,350.181,Rate is stable
92648,357.649,352.605,362.765,Rate is stable
92649,304.422,298.585,310.364,Rate is stable
92651,287.983,280.707,295.472,Rate is stable
92653,326.067,320.154,332.085,Rate is stable
92655,257.242,246.992,267.928,Rate is stable
92656,285.553,280.825,290.35,Rate is stable
92657,251.922,240.376,264.124,Rate is stable
92660,247.507,242.533,252.583,Rate is stable
92661,247.173,229.455,266.956,Rate is stable
92662,617.587,538.084,706.84,Rate is stable
92663,369.679,361.372,378.212,Rate is stable
92672,300.687,295.178,306.3,Rate is stable
92673,277.876,272.104,283.769,Rate is stable
92675,273.445,268.757,278.221,Rate is stable
92676,405.863,377.18,436.921,Rate is stable
92677,265.294,261.543,269.098,Rate is stable
92679,280.999,274.997,287.127,Rate is stable
92683,217.924,215.097,220.786,Rate is stable
92688,300.797,295.402,306.293,Rate is stable
92691,298.544,294.078,303.072,Rate is stable
92692,246.646,242.495,250.868,Rate is stable
92694,555.639,542.824,568.739,Rate is stable
92701,213.562,209.091,218.114,Rate is stable
92703,166.752,163.592,169.962,Rate is stable
92704,185.716,182.781,188.689,Rate is stable
92705,259.679,255.368,264.054,Rate is stable
92706,240.02,235.045,245.086,Rate is stable
92707,206.936,203.152,210.784,Rate is stable
92708,298.153,294.091,302.271,Rate is stable
92780,253.151,249.056,257.307,Rate is stable
92782,249.737,243.119,256.519,Rate is stable
92801,267.879,263.85,271.96,Rate is stable
92802,249.804,245.075,254.614,Rate is stable
92804,286.373,282.937,289.846,Rate is stable
92805,264.045,259.653,268.516,Rate is stable
92806,287.511,282.147,292.964,Rate is stable
92807,276.1,270.98,281.315,Rate is stable
92808,256.259,248.892,263.876,Rate is stable
92821,272.012,267.148,276.954,Rate is stable
92823,248.866,234.736,263.917,Rate is stable
92831,288.928,282.901,295.063,Rate is stable
92832,293.53,286.652,300.554,Rate is stable
92833,215.923,212.031,219.879,Rate is stable
92835,313.252,306.956,319.681,Rate is stable
92840,225.171,221.294,229.113,Rate is stable
92841,208.927,204.291,213.663,Rate is stable
92843,189.99,186.239,193.808,Rate is stable
92844,176.091,170.859,181.482,Rate is stable
92845,331.39,322.899,340.098,Rate is stable
92861,208.702,196.693,221.653,Rate is stable
92865,285.671,278.472,293.041,Rate is stable
92866,291.677,283.171,300.423,Rate is stable
92867,318.148,312.979,323.399,Rate is stable
92868,373.186,365.464,381.058,Rate is stable
92869,305.775,300.374,311.268,Rate is stable
92870,267.8,263.615,272.044,Rate is stable
92886,259.676,255.658,263.76,Rate is stable
92887,257.043,250.108,264.174,Rate is stable
California,295.981,295.818,296.145,Rate is stable
Orange,255.47,254.941,256,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
