Mariposa  - by Zip Code 2022,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93601,953.095,858.387,1058.054,Rate is stable
93623,55.096,11.783,178.843,Rate is unstable interpret with caution
93653,416.956,380.282,464.634,Rate is stable
95306,1579.508,1357.98,1830.71,Rate is stable
95311,633.013,587.311,693.376,Rate is stable
95318,82.613,53.715,125.175,Rate is stable
95321,454.88,430.128,481.345,Rate is stable
95325,0,,,Not applicable
95329,675.961,636.609,717.989,Rate is stable
95338,346.941,336.174,358.072,Rate is stable
95345,498.97,417.814,604.155,Rate is stable
95369,405.661,356.576,463.657,Rate is stable
95389,133.286,98.624,179.726,Rate is stable
California,291.048,290.889,291.206,Rate is stable
Mariposa,334.512,325.952,343.295,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
