Mono  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93512,732.974,546.403,1068.976,Rate is stable
93514,380.326,370.953,389.963,Rate is stable
93517,133.096,68.854,287.347,Rate is stable
93529,58.614,40.27,86.993,Rate is stable
93541,236.03,156.427,347.841,Rate is stable
93546,300.941,283.913,319.479,Rate is stable
96107,52.601,28.74,105.096,Rate is stable
96133,0,,,Not applicable
California,333.302,333.129,333.475,Rate is stable
Mono,169.621,163.082,176.396,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
