San Benito  - by Zip Code 2023,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93925,296.392,242.039,369.523,Rate is stable
93930,282.181,272.204,292.523,Rate is stable
95004,357.424,331.412,386.215,Rate is stable
95023,261.328,257.013,265.706,Rate is stable
95043,255.095,209.517,310.836,Rate is stable
95045,194.776,181.764,208.719,Rate is stable
California,295.981,295.818,296.145,Rate is stable
San Benito,227.435,223.876,231.042,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
