El Dorado  - by Zip Code 2013,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95614,808.479,777.903,840.307,Rate is stable
95619,1524.024,1479.536,1569.884,Rate is stable
95623,1226.098,1189.988,1263.315,Rate is stable
95629,514.906,458.38,580.526,Rate is stable
95633,979.428,939.965,1020.732,Rate is stable
95634,1292.529,1247.913,1338.681,Rate is stable
95635,1542.319,1439.018,1653.464,Rate is stable
95636,1411.494,1313.889,1515.546,Rate is stable
95651,1148.154,973.889,1366.115,Rate is stable
95664,1675.657,1537.286,1828.162,Rate is stable
95667,1084.11,1073.284,1095.039,Rate is stable
95672,782.866,755.688,811.092,Rate is stable
95682,875.854,865.091,886.742,Rate is stable
95684,1401.948,1336.717,1470.291,Rate is stable
95709,1052.526,1020.484,1085.473,Rate is stable
95720,2019.338,1629.706,2537.043,Rate is stable
95721,0,,,Not applicable
95726,1397.137,1369.966,1424.884,Rate is stable
95735,540.721,334.19,838.819,Rate is stable
95762,559.802,551.922,567.8,Rate is stable
96142,1153.172,984.004,1355.615,Rate is stable
96150,875.905,865.042,886.902,Rate is stable
California,573.982,573.745,574.22,Rate is stable
El Dorado,932.848,928.402,937.312,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
