San Diego  - by Zip Code 2021,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,403.877,394.617,413.338,Rate is stable
91902,193.217,187.043,199.617,Rate is stable
91905,960.242,837.341,1100.014,Rate is stable
91906,468.549,444.236,494.092,Rate is stable
91910,268.251,264.737,271.805,Rate is stable
91911,238.741,235.637,241.88,Rate is stable
91913,201.229,197.099,205.441,Rate is stable
91914,250.438,241.592,259.588,Rate is stable
91915,209.419,203.404,215.635,Rate is stable
91916,512.38,467.84,561.034,Rate is stable
91917,455.352,384.414,539.585,Rate is stable
91932,333.503,326.345,340.803,Rate is stable
91934,344.463,293.631,403.204,Rate is stable
91935,344.773,332.577,357.454,Rate is stable
91941,334.154,328.329,340.073,Rate is stable
91942,517.283,510.436,524.22,Rate is stable
91945,416.268,408.618,424.058,Rate is stable
91950,267.852,263.831,271.927,Rate is stable
91962,348.296,314.662,393.342,Rate is stable
91963,3606.815,2695.084,4732.568,Rate is stable
91977,317.753,313.482,322.074,Rate is stable
91978,302.358,292.082,312.947,Rate is stable
91980,0,,,Not applicable
92003,274.52,260.196,289.717,Rate is stable
92004,395.209,357.172,438.087,Rate is stable
92007,243.329,233.769,253.401,Rate is stable
92008,372.937,366.207,379.82,Rate is stable
92009,282.878,278.285,287.551,Rate is stable
92010,308.565,300.367,316.968,Rate is stable
92011,226.108,220.646,231.73,Rate is stable
92014,254.69,245.478,264.357,Rate is stable
92019,343.625,338.39,348.931,Rate is stable
92020,469.837,464.371,475.361,Rate is stable
92021,445.055,440.206,449.951,Rate is stable
92024,289.065,284.792,293.405,Rate is stable
92025,391.26,385.998,396.583,Rate is stable
92026,370.119,365.002,375.302,Rate is stable
92027,352.263,347.439,357.143,Rate is stable
92028,333.234,328.316,338.224,Rate is stable
92029,327.294,319.698,335.075,Rate is stable
92036,658.491,617.64,702.972,Rate is stable
92037,244.406,239.858,249.041,Rate is stable
92040,445.166,439.209,451.198,Rate is stable
92054,358.249,352.506,364.082,Rate is stable
92055,5.656,0.884,19.075,Rate is unstable interpret with caution
92056,370.775,365.749,375.869,Rate is stable
92057,315.707,311.375,320.09,Rate is stable
92058,324.351,317.541,331.288,Rate is stable
92059,608.125,561.92,657.824,Rate is stable
92061,882.194,800.951,972.243,Rate is stable
92064,335.352,330.626,340.141,Rate is stable
92065,485.762,478.705,492.918,Rate is stable
92066,307.236,263.824,358.078,Rate is stable
92067,353.942,340.971,367.465,Rate is stable
92069,333.285,328.193,338.444,Rate is stable
92070,895.96,824.932,974.473,Rate is stable
92071,430.186,425.125,435.301,Rate is stable
92075,244.317,236.297,252.651,Rate is stable
92078,313.252,308.64,317.927,Rate is stable
92081,336.502,330.236,342.875,Rate is stable
92082,406.681,398.331,415.191,Rate is stable
92083,391.485,384.932,398.14,Rate is stable
92084,343.593,338.595,348.651,Rate is stable
92086,689.652,620.922,766.264,Rate is stable
92091,329.941,295.858,370.759,Rate is stable
92101,469.735,458.7,481.176,Rate is stable
92102,281.736,276.341,287.221,Rate is stable
92103,423.17,415.229,431.295,Rate is stable
92104,321.127,315.309,327.051,Rate is stable
92105,283.641,279.71,287.619,Rate is stable
92106,269.761,263.039,276.641,Rate is stable
92107,302.858,296.284,309.575,Rate is stable
92108,397.63,387.016,408.679,Rate is stable
92109,325.254,319.077,331.6,Rate is stable
92110,359.207,352.123,366.439,Rate is stable
92111,272.035,267.619,276.519,Rate is stable
92113,240.59,236.06,245.196,Rate is stable
92114,251.52,247.999,255.085,Rate is stable
92115,317.809,312.81,322.883,Rate is stable
92116,309.853,303.104,316.768,Rate is stable
92117,292.929,288.713,297.199,Rate is stable
92118,163.065,158.137,168.146,Rate is stable
92119,299.229,293.031,305.547,Rate is stable
92120,299.416,293.603,305.34,Rate is stable
92121,329.583,305.596,355.602,Rate is stable
92122,225.487,220.923,230.145,Rate is stable
92123,322.976,316.912,329.148,Rate is stable
92124,219.23,213.594,224.994,Rate is stable
92126,192.864,189.814,195.958,Rate is stable
92127,278.804,274,283.678,Rate is stable
92128,240.232,236.325,244.205,Rate is stable
92129,191.674,188.071,195.345,Rate is stable
92130,221.144,216.589,225.8,Rate is stable
92131,223.32,218.446,228.31,Rate is stable
92134,86.104,9.755,360.828,Rate is unstable interpret with caution
92135,17.684,3.316,91.372,Rate is unstable interpret with caution
92139,239.21,234.304,244.207,Rate is stable
92140,2.091,0.269,15.761,Rate is unstable interpret with caution
92145,19.526,10.044,45.136,Rate is stable
92154,193.041,190.201,195.916,Rate is stable
92155,84.785,13.19,286.216,Rate is unstable interpret with caution
92173,241.069,235.26,247.009,Rate is stable
92536,642.877,612.839,674.909,Rate is stable
92561,388.727,353.374,428.798,Rate is stable
92590,399.519,379.719,420.286,Rate is stable
92592,321.103,317.349,324.896,Rate is stable
92672,342.397,336.569,348.327,Rate is stable
California,321.714,321.546,321.882,Rate is stable
San Diego,301.818,301.249,302.387,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
