Napa  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94503,579.938,569.185,590.87,Rate is stable
94508,388.455,367.728,410.471,Rate is stable
94515,447.497,432.673,462.818,Rate is stable
94558,830.849,824.353,837.393,Rate is stable
94559,604.729,595.887,613.684,Rate is stable
94567,943.91,834.74,1069.86,Rate is stable
94574,394.114,381.068,407.609,Rate is stable
94576,2579.097,2173.091,3060.562,Rate is stable
94599,803.957,763.537,848.377,Rate is stable
95476,635.192,627.597,642.874,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Napa,675.155,671.122,679.202,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
