Inyo  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
92328,211.418,154.246,321.113,Rate is stable
92384,131.189,59.556,267.23,Rate may be unstable
92389,66.569,28.17,218.819,Rate may be unstable
93513,893.617,849.263,940.603,Rate is stable
93514,687.39,673.769,701.256,Rate is stable
93526,768.818,700.923,845.687,Rate is stable
93527,1903.202,1818.768,1991.815,Rate is stable
93545,989.058,944.135,1036.089,Rate is stable
93555,948.859,938.507,959.308,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Inyo,793.54,780.898,806.372,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
