Glenn  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95920,483.269,399.115,587.749,Rate is stable
95939,700.28,620.035,796.194,Rate is stable
95943,663.708,583.58,759.003,Rate is stable
95951,871.139,783.829,968.749,Rate is stable
95963,979.461,963.246,995.937,Rate is stable
95970,1356.958,1155.879,1592.544,Rate is stable
95988,1147.832,1123.347,1172.81,Rate is stable
California,562.338,562.108,562.57,Rate is stable
Glenn,928.97,917.678,940.38,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
