Ventura  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90265,305.77,297.475,314.346,Rate is stable
91301,302.937,296.63,309.379,Rate is stable
91307,341.941,335.378,348.638,Rate is stable
91320,338.099,333.02,343.256,Rate is stable
91360,378.863,373.475,384.326,Rate is stable
91361,335.452,327.849,343.254,Rate is stable
91362,321.446,315.927,327.06,Rate is stable
91377,276.532,267.127,286.294,Rate is stable
93001,391.745,385.056,398.536,Rate is stable
93003,464.984,459.506,470.522,Rate is stable
93004,439.135,432.2,446.172,Rate is stable
93010,453.437,447.553,459.39,Rate is stable
93012,365.391,359.24,371.641,Rate is stable
93015,418.71,409.06,428.565,Rate is stable
93021,326.114,320.288,332.037,Rate is stable
93022,323.841,311.633,336.631,Rate is stable
93023,403.357,395.079,411.855,Rate is stable
93030,389.541,384.305,394.839,Rate is stable
93033,299.954,295.851,304.106,Rate is stable
93035,321.487,315.428,327.668,Rate is stable
93036,354.163,348.538,359.866,Rate is stable
93041,426.391,417.409,435.544,Rate is stable
93042,81.623,50.24,147.014,Rate is stable
93043,78.207,37.368,152.849,Rate may be unstable
93060,401.692,394.704,408.787,Rate is stable
93063,428.535,423.428,433.695,Rate is stable
93065,425.184,420.667,429.744,Rate is stable
93066,424.959,400.472,450.828,Rate is stable
93225,821.837,786.374,859.246,Rate is stable
93243,471.903,438.916,511.786,Rate is stable
93252,280.484,259.956,303.004,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Ventura,379.884,378.625,381.146,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.02.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/02/26., https://skylab.cdph.ca.gov/ODdash/,,
