Nevada  - by Zip Code 2018,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95602,669.005,656.979,681.257,Rate is stable
95724,45.226,16.585,98.943,Rate may be unstable
95728,337.402,272.869,415.198,Rate is stable
95945,821.777,810.67,833.037,Rate is stable
95946,637.111,618.752,655.995,Rate is stable
95949,585.724,574.493,597.178,Rate is stable
95959,514.506,503.49,525.767,Rate is stable
95960,2083.666,1943.831,2240.219,Rate is stable
95975,1118.651,1046.534,1198.725,Rate is stable
95977,872.353,784.697,968.762,Rate is stable
96111,84.76,38.026,168.337,Rate may be unstable
96161,294.84,285.658,304.388,Rate is stable
California,456.9,456.692,457.1,Rate is stable
Nevada,585.928,581.262,590.628,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
