Sonoma  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94515,283.272,271.889,295.226,Rate is stable
94922,123.236,95.155,158.645,Rate is stable
94923,486.596,402.222,586.697,Rate is stable
94928,485.536,478.985,492.167,Rate is stable
94931,493.506,478.543,509.03,Rate is stable
94951,474.778,453.72,497.39,Rate is stable
94952,399.059,393.078,405.134,Rate is stable
94954,428.761,422.711,434.892,Rate is stable
94972,1.983,0.05,11.046,Rate is unstable interpret with caution
95401,440.596,434.168,447.108,Rate is stable
95403,419.607,413.897,425.385,Rate is stable
95404,362.872,357.39,368.432,Rate is stable
95405,611.908,602.244,621.727,Rate is stable
95407,382.932,376.616,389.352,Rate is stable
95409,372.758,365.591,380.072,Rate is stable
95412,143.635,82.365,292.46,Rate is stable
95421,421.767,388.12,458.998,Rate is stable
95425,789.576,771.853,807.693,Rate is stable
95436,452.187,435.03,470.244,Rate is stable
95439,421.905,365.367,487.417,Rate is stable
95441,343.796,317.126,373.454,Rate is stable
95442,323.376,302.373,346.214,Rate is stable
95444,500.156,437.698,571.972,Rate is stable
95446,713.884,689.383,739.572,Rate is stable
95448,328.381,320.062,336.913,Rate is stable
95450,1114.424,920.682,1357.128,Rate is stable
95452,558.518,461.806,673.889,Rate is stable
95462,848.591,790.636,929.754,Rate is stable
95465,310.067,283.924,340.159,Rate is stable
95472,323.733,317.716,329.874,Rate is stable
95476,389.082,383.159,395.102,Rate is stable
95492,380.62,374.027,387.328,Rate is stable
95497,124.805,104.34,156.389,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Sonoma,417.788,416.111,419.471,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
