Orange  - by Zip Code 2018,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90620,434.029,428.28,439.844,Rate is stable
90621,354.207,347.718,360.81,Rate is stable
90623,286.341,278.262,294.647,Rate is stable
90630,367.13,362.01,372.32,Rate is stable
90631,416.725,412.056,421.439,Rate is stable
90680,434.087,426.621,441.672,Rate is stable
90716,307.707,298.214,317.447,Rate is stable
90720,396.572,388.807,404.48,Rate is stable
90740,391.475,383.637,399.502,Rate is stable
90742,622.785,553.442,722.206,Rate is stable
90743,907.2,772.411,1064.769,Rate is stable
92530,710.705,702.716,718.79,Rate is stable
92602,277.627,269.763,285.743,Rate is stable
92603,230.886,223.977,238.013,Rate is stable
92604,320.317,314.039,326.706,Rate is stable
92606,364.064,355.462,372.873,Rate is stable
92610,357.032,342.757,372.284,Rate is stable
92612,293.312,286.919,299.866,Rate is stable
92614,339.484,330.716,348.55,Rate is stable
92617,181.749,169.087,195.314,Rate is stable
92618,336.379,329.225,343.7,Rate is stable
92620,279.581,274.674,284.566,Rate is stable
92624,670.844,650.206,692.26,Rate is stable
92625,314.331,302.773,326.496,Rate is stable
92626,425.018,419.405,430.698,Rate is stable
92627,504.056,498.249,509.925,Rate is stable
92629,422.831,415.522,430.269,Rate is stable
92630,459.683,454.585,464.832,Rate is stable
92637,2767.061,2183.271,3510.746,Rate is stable
92646,452.421,447.286,457.615,Rate is stable
92647,501.921,496.567,507.324,Rate is stable
92648,495.184,489.243,501.201,Rate is stable
92649,474.455,467.585,481.428,Rate is stable
92651,383.354,375.627,391.243,Rate is stable
92653,514.29,506.382,522.314,Rate is stable
92655,413.46,400.053,427.262,Rate is stable
92656,433.717,427.562,439.962,Rate is stable
92657,314.402,302.537,326.693,Rate is stable
92660,355.708,349.829,361.682,Rate is stable
92661,447.585,423.979,474.428,Rate is stable
92662,316.511,292.668,342.608,Rate is stable
92663,558.525,549.171,568.058,Rate is stable
92672,472.282,465.477,479.19,Rate is stable
92673,404.397,397.139,411.79,Rate is stable
92675,434.357,427.941,440.865,Rate is stable
92676,669.582,616.345,728.192,Rate is stable
92677,397.362,392.752,402.021,Rate is stable
92679,391.433,384.196,398.797,Rate is stable
92683,333.998,330.548,337.483,Rate is stable
92688,451.078,444.097,458.182,Rate is stable
92691,469.132,463.559,474.768,Rate is stable
92692,393.428,388.039,398.886,Rate is stable
92694,557.869,543.325,572.931,Rate is stable
92701,370.589,364.372,376.906,Rate is stable
92703,251.886,247.947,255.879,Rate is stable
92704,295.317,291.433,299.248,Rate is stable
92705,388.032,382.715,393.416,Rate is stable
92706,431.916,424.606,439.338,Rate is stable
92707,359.385,354.018,364.826,Rate is stable
92708,408.539,403.724,413.408,Rate is stable
92780,328.602,324.046,333.215,Rate is stable
92782,337.205,329.098,345.557,Rate is stable
92801,430.304,425.039,435.624,Rate is stable
92802,394.355,388.317,400.472,Rate is stable
92804,457.88,453.474,462.321,Rate is stable
92805,384.209,378.997,389.497,Rate is stable
92806,432.217,425.687,438.831,Rate is stable
92807,419.527,413.187,425.96,Rate is stable
92808,401.145,392.192,410.286,Rate is stable
92821,393.365,387.382,399.43,Rate is stable
92823,442.18,420.815,464.54,Rate is stable
92831,404.915,398.107,411.822,Rate is stable
92832,477.307,468.563,486.194,Rate is stable
92833,339.624,334.728,344.58,Rate is stable
92835,492.339,483.936,500.902,Rate is stable
92840,356.647,351.802,361.551,Rate is stable
92841,354.245,348.17,360.414,Rate is stable
92843,333.135,327.999,338.341,Rate is stable
92844,263.135,256.885,269.519,Rate is stable
92845,457.471,447.955,467.167,Rate is stable
92861,341.643,325.504,358.68,Rate is stable
92865,436.303,427.204,445.583,Rate is stable
92866,447.072,436.417,457.963,Rate is stable
92867,413.265,407.256,419.352,Rate is stable
92868,562.403,552.665,572.316,Rate is stable
92869,447.872,441.424,454.403,Rate is stable
92870,405.724,400.535,410.969,Rate is stable
92886,423.634,418.191,429.142,Rate is stable
92887,372.031,363.373,380.887,Rate is stable
California,456.9,456.692,457.1,Rate is stable
Orange,391.445,390.784,392.108,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
