Riverside  - by Zip Code 2023,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91752,339.951,333.803,346.194,Rate is stable
92028,321.573,316.702,326.518,Rate is stable
92059,642.484,593.097,695.551,Rate is stable
92201,296.951,292.945,301.008,Rate is stable
92203,309.232,303.233,315.349,Rate is stable
92210,258.306,236.017,285.338,Rate is stable
92211,359.186,350.145,368.471,Rate is stable
92220,478.844,471.328,486.47,Rate is stable
92223,437.035,431.539,442.595,Rate is stable
92225,337.837,330.261,345.564,Rate is stable
92230,1028.606,881.657,1203.767,Rate is stable
92234,328.111,323.627,332.654,Rate is stable
92236,189.034,184.778,193.385,Rate is stable
92239,601.872,421.167,929.76,Rate is stable
92240,461.522,454.606,468.534,Rate is stable
92241,405.258,390.634,420.522,Rate is stable
92253,266.875,262.047,271.8,Rate is stable
92254,217.59,205.582,230.47,Rate is stable
92260,342.877,336.777,349.113,Rate is stable
92262,405.748,398.516,413.121,Rate is stable
92264,407.996,395.983,420.375,Rate is stable
92270,427.996,413.332,443.573,Rate is stable
92274,239.874,231.923,248.074,Rate is stable
92276,410.367,391.239,430.612,Rate is stable
92282,763.3,640.625,912.656,Rate is stable
92320,492.169,478.212,506.533,Rate is stable
92324,347.092,342.168,352.076,Rate is stable
92337,267.582,261.495,273.846,Rate is stable
92373,421.343,414.385,428.416,Rate is stable
92399,488.014,482.305,493.787,Rate is stable
92501,398.081,389.032,407.31,Rate is stable
92503,337.714,333.947,341.517,Rate is stable
92504,353.038,348.378,357.752,Rate is stable
92505,362.633,357.241,368.094,Rate is stable
92506,354.907,349.809,360.073,Rate is stable
92507,367.499,361.554,373.528,Rate is stable
92508,273.129,267.903,278.443,Rate is stable
92509,303.268,299.332,307.247,Rate is stable
92518,1329.128,1199.483,1478.658,Rate is stable
92530,461.133,455.251,467.078,Rate is stable
92532,479.393,466.738,492.499,Rate is stable
92536,605.995,578.001,635.858,Rate is stable
92539,546.89,525.18,569.495,Rate is stable
92543,732.763,724.151,741.479,Rate is stable
92544,579.316,572.707,585.997,Rate is stable
92545,562.603,555.603,569.689,Rate is stable
92548,406.632,392.852,420.857,Rate is stable
92549,528.316,498.037,560.311,Rate is stable
92551,302.6,296.16,309.159,Rate is stable
92553,351.253,346.444,356.124,Rate is stable
92555,380.018,373.542,386.607,Rate is stable
92557,337.653,332.507,342.875,Rate is stable
92561,426.955,388.958,469.699,Rate is stable
92562,351.975,347.531,356.47,Rate is stable
92563,413.084,408.145,418.074,Rate is stable
92567,370.378,357.991,383.169,Rate is stable
92570,285.118,280.698,289.598,Rate is stable
92571,345.352,338.912,351.956,Rate is stable
92582,703.195,686.91,719.898,Rate is stable
92583,516.465,508.431,524.608,Rate is stable
92584,452.11,446.353,457.931,Rate is stable
92585,433.654,425.29,442.16,Rate is stable
92586,684.926,671.798,698.365,Rate is stable
92587,463.487,453.285,473.91,Rate is stable
92590,368.291,349.192,388.424,Rate is stable
92591,347.896,342.058,353.822,Rate is stable
92592,313.046,309.33,316.803,Rate is stable
92595,435.186,428.155,442.318,Rate is stable
92596,343.764,337.046,350.604,Rate is stable
92860,310.813,304.765,316.998,Rate is stable
92879,269.717,265.153,274.346,Rate is stable
92880,233.385,229.498,237.34,Rate is stable
92881,310.807,304.101,317.663,Rate is stable
92882,291.831,287.907,295.8,Rate is stable
92883,282.073,276.843,287.392,Rate is stable
California,295.981,295.818,296.145,Rate is stable
Riverside,365.127,364.392,365.862,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
