Kings  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93202,943.479,905.378,983.197,Rate is stable
93204,464.517,444.013,486.174,Rate is stable
93212,717.193,704.896,729.718,Rate is stable
93230,899.008,891.492,906.577,Rate is stable
93239,655.188,583.072,735.899,Rate is stable
93242,646.433,617.094,677.126,Rate is stable
93245,748.373,738.166,758.699,Rate is stable
93266,814.845,731.509,907.273,Rate is stable
93631,860.58,845.283,876.104,Rate is stable
93656,558.303,538.539,578.683,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Kings,748.67,744.038,753.33,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
