Del Norte  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95531,1297.994,1283.37,1312.782,Rate is stable
95543,925.896,825.305,1044.37,Rate is stable
95548,1423.056,1359.144,1490.518,Rate is stable
95567,942.471,892.435,995.922,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Del Norte,1241.243,1228.505,1254.1,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
