Fresno  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93210,302.1,293.035,311.455,Rate is stable
93234,232.295,218.763,246.72,Rate is stable
93242,376.716,353.709,400.954,Rate is stable
93602,507.924,481.332,536.623,Rate is stable
93603,17.275,10.035,32.935,Rate is stable
93608,124.772,102.19,153.794,Rate is stable
93609,412.018,393.535,431.218,Rate is stable
93611,479.822,473.734,485.979,Rate is stable
93612,675.263,666.516,684.114,Rate is stable
93616,388.916,359.706,421.018,Rate is stable
93618,360.177,352.751,367.745,Rate is stable
93619,365.921,360.031,371.898,Rate is stable
93620,514.408,499.182,530.037,Rate is stable
93621,370.86,310.26,441.449,Rate is stable
93622,350.388,337.341,363.915,Rate is stable
93625,563.251,545.649,581.548,Rate is stable
93626,502.378,465.348,542.552,Rate is stable
93627,3.178,0.653,12.337,Rate is unstable interpret with caution
93628,45.855,26.691,74.288,Rate is stable
93630,352.706,343.162,362.504,Rate is stable
93631,496.644,485.634,507.896,Rate is stable
93633,0,,,Not applicable
93640,302.216,289.473,315.744,Rate is stable
93641,604.435,459.37,907.13,Rate is stable
93646,371.862,353.142,391.875,Rate is stable
93648,286.631,277.337,296.209,Rate is stable
93650,807.876,774.449,842.677,Rate is stable
93651,629.438,595.159,665.918,Rate is stable
93652,226.836,187.266,274.474,Rate is stable
93654,535.766,527.272,544.377,Rate is stable
93656,343.097,327.294,359.581,Rate is stable
93657,530.847,523.19,538.607,Rate is stable
93660,212.045,195.799,229.635,Rate is stable
93662,342.875,336.144,349.724,Rate is stable
93664,477.257,399.916,590.599,Rate is stable
93667,774.857,732.803,819.682,Rate is stable
93668,358.967,289.936,442.531,Rate is stable
93675,569.006,544.328,595.074,Rate is stable
93701,741.011,709.298,774.374,Rate is stable
93702,483.28,475.978,490.684,Rate is stable
93703,532.057,523.635,540.593,Rate is stable
93704,431.291,424.117,438.58,Rate is stable
93705,553.943,546.138,561.841,Rate is stable
93706,423.271,416.474,430.168,Rate is stable
93710,527.709,518.959,536.602,Rate is stable
93711,379.39,373.48,385.386,Rate is stable
93720,645.335,638.47,652.266,Rate is stable
93721,2882.323,2835.756,2929.688,Rate is stable
93722,506.632,501.396,511.915,Rate is stable
93723,289.367,280.035,298.966,Rate is stable
93725,426.25,417.468,435.196,Rate is stable
93726,811.84,802.181,821.606,Rate is stable
93727,439.025,434.256,443.838,Rate is stable
93728,565.549,552.496,578.895,Rate is stable
93730,279.116,269.41,289.192,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Fresno,494.212,492.807,495.621,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
