San Diego  - by Zip Code 2011,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,620.387,608.428,632.555,Rate is stable
91902,426.659,417.649,435.86,Rate is stable
91905,1474.602,1384.722,1570.036,Rate is stable
91906,818.719,779.964,859.742,Rate is stable
91910,420.974,416.401,425.591,Rate is stable
91911,416.703,412.268,421.177,Rate is stable
91913,221.002,216.517,225.573,Rate is stable
91914,248.325,240.313,256.625,Rate is stable
91915,242.701,235.752,249.925,Rate is stable
91916,888.056,817.035,966.176,Rate is stable
91917,996.413,857.975,1163.398,Rate is stable
91932,531.697,522.568,540.961,Rate is stable
91934,179.299,149.902,218.22,Rate is stable
91935,602.247,583.097,622.085,Rate is stable
91941,819.19,809.54,828.941,Rate is stable
91942,639.065,631.145,647.079,Rate is stable
91945,654.757,645.02,664.622,Rate is stable
91950,396.276,391.069,401.543,Rate is stable
91962,676.441,633.89,721.583,Rate is stable
91963,684.338,605.899,772.117,Rate is stable
91977,544.342,538.368,550.374,Rate is stable
91978,524.569,509.33,540.232,Rate is stable
91980,116.303,85.42,157.288,Rate is stable
92003,453.636,434.198,473.972,Rate is stable
92004,514.104,484.373,546.071,Rate is stable
92007,489.429,476.932,502.255,Rate is stable
92008,722.447,712.668,732.357,Rate is stable
92009,514.023,507.273,520.859,Rate is stable
92010,337.906,328.616,347.452,Rate is stable
92011,279.093,272.506,285.832,Rate is stable
92014,449.723,437.45,462.391,Rate is stable
92019,553.605,546.581,560.706,Rate is stable
92020,854.51,846.96,862.117,Rate is stable
92021,830.774,823.851,837.748,Rate is stable
92024,534.521,528.247,540.864,Rate is stable
92025,675.495,668.051,683.01,Rate is stable
92026,524.45,518.192,530.777,Rate is stable
92027,550.067,543.636,556.567,Rate is stable
92028,494.8,488.592,501.077,Rate is stable
92029,559.513,549.283,569.916,Rate is stable
92036,1049.75,1005.748,1095.535,Rate is stable
92037,444.912,438.368,451.552,Rate is stable
92040,880.634,871.459,889.904,Rate is stable
92054,765.596,757.004,774.271,Rate is stable
92055,42.936,31.335,58.064,Rate is stable
92056,574.642,568.344,581.002,Rate is stable
92057,453.573,448.086,459.116,Rate is stable
92058,324.613,317.612,331.755,Rate is stable
92059,1189.934,1112.821,1273.159,Rate is stable
92061,1525.249,1446.513,1608.092,Rate is stable
92064,546.079,539.611,552.614,Rate is stable
92065,686.367,677.764,695.065,Rate is stable
92066,623.772,520.599,755.49,Rate is stable
92067,635.241,613.042,658.441,Rate is stable
92069,658.853,651.2,666.589,Rate is stable
92070,1261.039,1174.122,1354.183,Rate is stable
92071,755.994,748.911,763.135,Rate is stable
92075,479.986,468.145,492.138,Rate is stable
92078,355.562,350.168,361.026,Rate is stable
92081,403.536,396.179,411.016,Rate is stable
92082,672.992,660.91,685.271,Rate is stable
92083,731.835,722.196,741.591,Rate is stable
92084,509.99,503.728,516.318,Rate is stable
92086,642.102,598.585,690.983,Rate is stable
92091,225.315,194.009,262.656,Rate is stable
92101,630.355,622.184,639.009,Rate is stable
92102,447.267,440.015,454.634,Rate is stable
92103,628.112,619.937,636.489,Rate is stable
92104,574.784,567.065,582.624,Rate is stable
92105,503.169,497.35,509.051,Rate is stable
92106,466.037,456.043,476.224,Rate is stable
92107,497.681,489.543,505.963,Rate is stable
92108,406.872,397.079,416.997,Rate is stable
92109,460.541,453.769,467.436,Rate is stable
92110,615.186,605.769,624.753,Rate is stable
92111,544.046,537.594,550.565,Rate is stable
92113,406.274,400.041,412.594,Rate is stable
92114,416.719,411.821,421.665,Rate is stable
92115,502.835,496.358,509.401,Rate is stable
92116,513.553,505.424,521.834,Rate is stable
92117,479.537,473.924,485.215,Rate is stable
92118,321.715,314.239,329.351,Rate is stable
92119,520.494,511.465,529.674,Rate is stable
92120,837.087,826.502,847.811,Rate is stable
92121,1026.695,937.108,1124.525,Rate is stable
92122,381.32,375.089,387.663,Rate is stable
92123,522.48,513.983,531.113,Rate is stable
92124,436.252,427.71,444.98,Rate is stable
92126,308.102,304.139,312.115,Rate is stable
92127,379.996,373.734,386.351,Rate is stable
92128,438.313,432.626,444.072,Rate is stable
92129,334.667,329.673,339.738,Rate is stable
92130,356.538,349.876,363.351,Rate is stable
92131,335.204,329.052,341.462,Rate is stable
92134,217.699,159.502,292.889,Rate is stable
92135,276.265,180.723,426.801,Rate is stable
92139,354.465,348.131,360.902,Rate is stable
92140,19.699,3.594,71.451,Rate is unstable interpret with caution
92145,130.484,97.139,173.342,Rate is stable
92154,316.019,312.172,319.906,Rate is stable
92155,4.364,1.696,18.368,Rate may be unstable
92173,351.28,344.246,358.436,Rate is stable
92536,1138.708,1092.719,1186.585,Rate is stable
92561,668.53,572.272,784.907,Rate is stable
92590,748.41,719.536,778.408,Rate is stable
92592,438.244,433.48,443.057,Rate is stable
92672,613.039,605.015,621.158,Rate is stable
California,588.555,588.31,588.8,Rate is stable
San Diego,528.53,527.722,529.34,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
