Kern  - by Zip Code 2018,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93203,423.191,411.408,435.294,Rate is stable
93205,2374.069,2248.654,2507.578,Rate is stable
93206,537.254,484.751,596.314,Rate is stable
93215,348.212,342.722,353.778,Rate is stable
93224,1029.859,924.885,1144.755,Rate is stable
93225,882.218,854.244,911.173,Rate is stable
93226,609.325,437.224,863.63,Rate is stable
93238,2424.513,2086.835,2829.18,Rate is stable
93240,1127.8,1097.032,1159.457,Rate is stable
93241,391.02,378.65,403.807,Rate is stable
93243,1421.341,1282.704,1572.851,Rate is stable
93249,349.473,302.241,403.69,Rate is stable
93250,477.43,458.53,497.32,Rate is stable
93251,581.039,455.073,775.853,Rate is stable
93252,482.744,438.562,532.235,Rate is stable
93255,1146.9,1043.3,1260.281,Rate is stable
93263,983.136,967.247,999.242,Rate is stable
93268,811.085,796.925,825.462,Rate is stable
93276,2572.809,2130.015,3171.465,Rate is stable
93280,398.725,389.462,408.205,Rate is stable
93283,1448.578,1374.16,1527.559,Rate is stable
93285,1682.09,1601.156,1767.327,Rate is stable
93287,685.996,527.902,927.443,Rate is stable
93301,1582.311,1559.377,1605.561,Rate is stable
93304,790.377,781.878,798.958,Rate is stable
93305,737.883,728.229,747.646,Rate is stable
93306,740.276,733.501,747.108,Rate is stable
93307,595.56,589.512,601.669,Rate is stable
93308,930.709,922.554,938.924,Rate is stable
93309,852.353,844.744,860.024,Rate is stable
93311,600.565,593.004,608.21,Rate is stable
93312,701.363,694.247,708.544,Rate is stable
93313,633.096,625.245,641.045,Rate is stable
93314,636.867,626.13,647.782,Rate is stable
93461,667.032,597.718,746.728,Rate is stable
93501,920.275,892.319,949.174,Rate is stable
93505,768.759,752.469,785.483,Rate is stable
93516,695.451,657.826,735.316,Rate is stable
93518,760.182,704.974,820.526,Rate is stable
93519,27.656,17.12,42.276,Rate is stable
93523,670.673,629.129,714.822,Rate is stable
93524,213.549,124.749,345.698,Rate is stable
93527,1764.6,1667.771,1867.007,Rate is stable
93528,20.275,13.361,32.772,Rate is stable
93531,795.65,608.913,1037.265,Rate is stable
93536,698.152,692.01,704.341,Rate is stable
93554,108.487,74.516,157.968,Rate is stable
93555,706.68,697.879,715.578,Rate is stable
93560,717.145,704.857,729.671,Rate is stable
93561,637.65,629.647,645.751,Rate is stable
California,456.9,456.692,457.1,Rate is stable
Kern,690.601,688.793,692.414,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
