Yolo  - by Zip Code 2012,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95605,834.122,818.243,850.291,Rate is stable
95606,107.758,77.76,147.052,Rate is stable
95607,275.404,231.272,331.606,Rate is stable
95612,792.881,734.33,855.698,Rate is stable
95615,469.131,402.189,547.688,Rate is stable
95616,541.137,532.959,549.427,Rate is stable
95618,281.784,275.045,288.668,Rate is stable
95627,737.891,706.93,770.108,Rate is stable
95637,894.525,775.058,1030.36,Rate is stable
95645,768.892,718.549,823.752,Rate is stable
95653,720.867,633.909,821.715,Rate is stable
95679,59.743,33.902,97.633,Rate is stable
95691,839.627,830.087,849.26,Rate is stable
95694,666.474,649.25,684.152,Rate is stable
95695,856.952,847.955,866.029,Rate is stable
95698,884.078,746.913,1040.219,Rate is stable
95776,605.178,593.874,616.705,Rate is stable
95937,838.847,791.593,888.975,Rate is stable
California,596.7,596.46,596.948,Rate is stable
Yolo,699.235,695.398,703.092,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.02.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/02/26., https://skylab.cdph.ca.gov/ODdash/,,
