San Bernardino  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91701,627.294,619.662,635.007,Rate is stable
91708,1082.845,1019.125,1155.784,Rate is stable
91709,389.473,384.939,394.056,Rate is stable
91710,451.831,447.212,456.499,Rate is stable
91730,737.125,730.145,744.164,Rate is stable
91737,525.514,516.043,535.159,Rate is stable
91739,445.125,437.456,452.978,Rate is stable
91759,782.674,703.22,874.837,Rate is stable
91761,542.857,536.111,549.697,Rate is stable
91762,576.543,569.79,583.374,Rate is stable
91763,543.056,535.078,551.137,Rate is stable
91764,585.31,578.122,592.583,Rate is stable
91765,295.936,291.105,300.841,Rate is stable
91784,463.455,455.361,471.688,Rate is stable
91786,750.032,742.594,757.533,Rate is stable
92242,329.884,292.114,375.499,Rate is stable
92252,1354.025,1330.355,1378.11,Rate is stable
92256,1230.765,1187.311,1276.077,Rate is stable
92277,832.991,819.585,846.592,Rate is stable
92278,12.604,6.475,23.75,Rate is stable
92280,10.095,1.223,36.468,Rate is unstable interpret with caution
92284,1265.772,1252.087,1279.619,Rate is stable
92285,1427.18,1374.283,1482.558,Rate is stable
92301,1041.902,1028.794,1055.174,Rate is stable
92304,10.32,0.261,57.499,Rate is unstable interpret with caution
92305,1263.828,1113.53,1435.646,Rate is stable
92307,1253.08,1241.61,1264.649,Rate is stable
92308,1051.744,1041.714,1061.862,Rate is stable
92309,585.685,495.431,690.89,Rate is stable
92310,379.55,303.378,469.965,Rate is stable
92311,1111.18,1099.132,1123.343,Rate is stable
92313,769.227,754.178,784.581,Rate is stable
92314,765.308,749.619,781.294,Rate is stable
92315,1299.417,1268.067,1331.511,Rate is stable
92316,528.035,519.233,536.971,Rate is stable
92321,1080.275,1000.519,1167.025,Rate is stable
92322,714.696,660.227,776.867,Rate is stable
92324,781.655,773.729,789.652,Rate is stable
92325,1273.211,1246.555,1300.452,Rate is stable
92327,855.738,758.761,965.248,Rate is stable
92332,48.078,5.822,173.675,Rate is unstable interpret with caution
92335,625.798,620.106,631.54,Rate is stable
92336,574.187,568.283,580.16,Rate is stable
92337,499.763,491.222,508.479,Rate is stable
92339,900.101,831.397,976.677,Rate is stable
92342,880.365,856.385,904.955,Rate is stable
92344,566.903,555.897,578.152,Rate is stable
92345,1046.602,1039.169,1054.081,Rate is stable
92346,689.895,683.049,696.803,Rate is stable
92347,888.955,822.288,960.284,Rate is stable
92352,784.596,752.029,819.1,Rate is stable
92354,665.774,654.781,676.948,Rate is stable
92356,1085.835,1059.595,1112.869,Rate is stable
92358,1074.067,982.819,1173.348,Rate is stable
92359,795.887,776.062,816.16,Rate is stable
92363,609.336,587.028,632.464,Rate is stable
92365,836.856,787.288,890.527,Rate is stable
92368,851.877,789.938,918.987,Rate is stable
92371,642.268,629.514,655.282,Rate is stable
92372,696.011,673.052,719.814,Rate is stable
92373,830.471,820.99,840.053,Rate is stable
92374,652.108,644.152,660.149,Rate is stable
92376,678.718,672.46,685.029,Rate is stable
92377,651.369,639.578,663.351,Rate is stable
92382,934.087,907.566,961.442,Rate is stable
92385,683.587,576.89,812.883,Rate is stable
92392,1126.596,1116.622,1136.667,Rate is stable
92394,954.313,941.169,967.692,Rate is stable
92395,1149.232,1138.382,1160.17,Rate is stable
92397,896.258,863.305,930.789,Rate is stable
92399,947.735,939.605,955.929,Rate is stable
92401,2223.841,2112.135,2341.424,Rate is stable
92404,1227.812,1218.196,1237.489,Rate is stable
92405,922.492,910.048,935.11,Rate is stable
92407,739.266,731.285,747.339,Rate is stable
92408,1056.709,1036.549,1077.204,Rate is stable
92410,822.033,812.245,831.941,Rate is stable
92411,791.837,779.826,804.013,Rate is stable
93528,35.697,22.314,55.463,Rate is stable
93555,910.545,900.432,920.757,Rate is stable
93562,1186.47,1131.615,1243.846,Rate is stable
California,562.338,562.108,562.57,Rate is stable
San Bernardino,723.588,722.412,724.765,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
